circuit,num_qubits,num_nodes,num_quantum_nodes,num_classical_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,partitions_checked,search_completed,optimal_qubit_counts,heuristic_qubit_counts,optimal_classical_counts,heuristic_classical_counts
graphstate_indep_qiskit_10,10,90,80,10,70,3,1.2,4,20.0,30.0,1.5,30.076435089111328,0.0008330345153808594,NODE-LEVEL-TIMED,73,False,"[4, 3, 4]","[4, 4, 4]","[3, 3, 4]","[3, 4, 3]"
graphstate_indep_qiskit_10,10,90,80,10,70,3,1.3,5,20.0,50.0,2.5,600.0001292228699,0.0008041858673095703,NODE-LEVEL-TIMED,99,False,"[4, 5, 4]","[5, 5, 3]","[4, 5, 1]","[3, 5, 2]"
graphstate_indep_qiskit_6,6,54,48,6,42,3,1.0,2,30.0,30.0,1.0,0.0073740482330322266,0.0004699230194091797,NODE-LEVEL-TIMED,10,False,"[2, 2, 2]","[2, 2, 2]","[2, 2, 2]","[4, 0, 2]"
graphstate_indep_qiskit_6,6,54,48,6,42,3,1.1,3,20.0,40.0,2.0,0.4578843116760254,0.0004889965057373047,NODE-LEVEL-TIMED,25,False,"[3, 3, 3]","[3, 3, 2]","[1, 2, 3]","[2, 3, 1]"
graphstate_indep_qiskit_6,6,54,48,6,42,3,1.2,3,20.0,40.0,2.0,0.4602999687194824,0.0004820823669433594,NODE-LEVEL-TIMED,25,False,"[3, 3, 3]","[3, 3, 2]","[1, 2, 3]","[2, 3, 1]"
graphstate_indep_qiskit_6,6,54,48,6,42,3,1.3,3,20.0,40.0,2.0,0.4588921070098877,0.0004801750183105469,NODE-LEVEL-TIMED,25,False,"[3, 3, 3]","[3, 3, 2]","[1, 2, 3]","[2, 3, 1]"
graphstate_indep_qiskit_7,7,63,56,7,49,3,1.0,3,20.0,40.0,2.0,1.2994959354400635,0.0005590915679931641,NODE-LEVEL-TIMED,45,False,"[3, 3, 2]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
graphstate_indep_qiskit_7,7,63,56,7,49,3,1.1,3,20.0,40.0,2.0,1.3123359680175781,0.0005497932434082031,NODE-LEVEL-TIMED,45,False,"[3, 3, 2]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
graphstate_indep_qiskit_7,7,63,56,7,49,3,1.2,3,20.0,40.0,2.0,1.3129029273986816,0.0005781650543212891,NODE-LEVEL-TIMED,45,False,"[3, 3, 2]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
graphstate_indep_qiskit_7,7,63,56,7,49,3,1.3,4,0.0,10.0,inf,42.19820690155029,0.0005688667297363281,NODE-LEVEL-TIMED,75,False,"[3, 4, 0]","[3, 4, 2]","[3, 4, 0]","[3, 3, 1]"
graphstate_indep_qiskit_8,8,72,64,8,56,3,1.0,3,20.0,30.0,1.5,0.09587311744689941,0.0006458759307861328,NODE-LEVEL-TIMED,47,False,"[3, 3, 3]","[3, 3, 3]","[2, 3, 3]","[3, 2, 3]"
graphstate_indep_qiskit_8,8,72,64,8,56,3,1.1,3,20.0,30.0,1.5,0.0955348014831543,0.0006337165832519531,NODE-LEVEL-TIMED,47,False,"[3, 3, 3]","[3, 3, 3]","[2, 3, 3]","[3, 2, 3]"
graphstate_indep_qiskit_8,8,72,64,8,56,3,1.2,4,20.0,30.0,1.5,14.4306480884552,0.0006630420684814453,NODE-LEVEL-TIMED,70,False,"[4, 4, 3]","[4, 4, 1]","[3, 4, 1]","[4, 4, 0]"
graphstate_indep_qiskit_8,8,72,64,8,56,3,1.3,4,20.0,30.0,1.5,14.321661949157715,0.0006647109985351562,NODE-LEVEL-TIMED,70,False,"[4, 4, 3]","[4, 4, 1]","[3, 4, 1]","[4, 4, 0]"
graphstate_indep_qiskit_9,9,81,72,9,63,3,1.0,3,40.0,30.0,0.75,0.6728968620300293,0.0007071495056152344,NODE-LEVEL-TIMED,35,False,"[3, 3, 3]","[3, 3, 3]","[3, 3, 3]","[4, 3, 2]"
graphstate_indep_qiskit_9,9,81,72,9,63,3,1.1,4,20.0,40.0,2.0,66.45752882957458,0.0007276535034179688,NODE-LEVEL-TIMED,67,False,"[4, 4, 4]","[4, 4, 4]","[4, 2, 3]","[3, 3, 3]"
