circuit,num_qubits,num_nodes,num_quantum_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,optimal_qubit_counts,heuristic_qubit_counts
qpeinexact_indep_qiskit_12,12,472,461,389,3,1.0,4,55,34.0,0.6181818181818182,6.477376937866211,0.03452587127685547,QUBIT-LEVEL,"[4, 4, 4]","[4, 4, 4]"
qpeinexact_indep_qiskit_12,12,472,461,389,3,1.1,5,51,46.0,0.9019607843137255,42.34605097770691,0.029577970504760742,QUBIT-LEVEL,"[5, 5, 2]","[5, 5, 5]"
qpeinexact_indep_qiskit_12,12,472,461,389,3,1.2,5,51,46.0,0.9019607843137255,42.3058340549469,0.028760194778442383,QUBIT-LEVEL,"[5, 5, 2]","[5, 5, 5]"
pricingcall_indep_qiskit_7,7,316,309,258,3,1.0,3,20,48.0,2.4,0.11812400817871094,0.011362075805664062,QUBIT-LEVEL,"[3, 3, 1]","[3, 3, 3]"
pricingcall_indep_qiskit_7,7,316,309,258,3,1.1,3,20,48.0,2.4,0.11908507347106934,0.01134800910949707,QUBIT-LEVEL,"[3, 3, 1]","[3, 3, 3]"
pricingcall_indep_qiskit_7,7,316,309,258,3,1.2,3,20,48.0,2.4,0.11964917182922363,0.011272192001342773,QUBIT-LEVEL,"[3, 3, 1]","[3, 3, 3]"
qaoa_indep_qiskit_7,7,119,112,98,3,1.0,3,8,21.0,2.625,0.04563307762145996,0.0015077590942382812,QUBIT-LEVEL,"[3, 3, 1]","[3, 3, 3]"
qaoa_indep_qiskit_7,7,119,112,98,3,1.1,3,8,21.0,2.625,0.04505801200866699,0.0014967918395996094,QUBIT-LEVEL,"[3, 3, 1]","[3, 3, 3]"
qaoa_indep_qiskit_7,7,119,112,98,3,1.2,3,8,21.0,2.625,0.04574894905090332,0.0014910697937011719,QUBIT-LEVEL,"[3, 3, 1]","[3, 3, 3]"
portfolioqaoa_indep_qiskit_10,10,870,860,725,3,1.0,4,102,106.0,1.0392156862745099,6.756976842880249,0.06800198554992676,QUBIT-LEVEL,"[4, 4, 2]","[4, 4, 4]"
portfolioqaoa_indep_qiskit_10,10,870,860,725,3,1.1,4,102,106.0,1.0392156862745099,6.74113392829895,0.06987285614013672,QUBIT-LEVEL,"[4, 4, 2]","[4, 4, 4]"
portfolioqaoa_indep_qiskit_10,10,870,860,725,3,1.2,4,102,106.0,1.0392156862745099,6.865473031997681,0.06866168975830078,QUBIT-LEVEL,"[4, 4, 2]","[4, 4, 4]"
qpeexact_indep_qiskit_9,9,268,260,220,3,1.0,3,32,23.0,0.71875,0.18476295471191406,0.010196924209594727,QUBIT-LEVEL,"[3, 3, 3]","[3, 3, 3]"
qpeexact_indep_qiskit_9,9,268,260,220,3,1.1,4,27,42.0,1.5555555555555556,1.0514729022979736,0.008672952651977539,QUBIT-LEVEL,"[4, 4, 1]","[4, 4, 4]"
qpeexact_indep_qiskit_9,9,268,260,220,3,1.2,4,27,42.0,1.5555555555555556,1.0611310005187988,0.008408784866333008,QUBIT-LEVEL,"[4, 4, 1]","[4, 4, 4]"
qpeinexact_indep_qiskit_2,2,12,11,9,3,1.0,1,1,3.0,3.0,0.0003478527069091797,9.012222290039062e-05,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
qpeinexact_indep_qiskit_2,2,12,11,9,3,1.1,1,1,3.0,3.0,0.0002560615539550781,7.510185241699219e-05,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
qpeinexact_indep_qiskit_2,2,12,11,9,3,1.2,1,1,3.0,3.0,0.0002429485321044922,7.319450378417969e-05,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
wstate_indep_qiskit_2,2,19,17,15,3,1.0,1,3,5.0,1.6666666666666667,0.00025916099548339844,0.00012803077697753906,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
