circuit,overhead,cut_cost,num_qubits,num_nodes,num_hyperedges,k,cap
dj_indep_qiskit_76,1.5,57,752,0,0,4,282
dj_indep_qiskit_76,2.0,57,752,0,0,4,376
realamprandom_indep_qiskit_40,1.0,30,14280,0,0,4,3570
realamprandom_indep_qiskit_40,1.1,30,14280,0,0,4,3927
realamprandom_indep_qiskit_40,1.2,30,14280,0,0,4,4284
realamprandom_indep_qiskit_40,1.3,30,14280,0,0,4,4641
realamprandom_indep_qiskit_40,1.5,30,14280,0,0,4,5355
realamprandom_indep_qiskit_40,2.0,30,14280,0,0,4,7140
realamprandom_indep_qiskit_54,1.0,91,26082,0,0,4,6520
realamprandom_indep_qiskit_54,1.1,91,26082,0,0,4,7172
realamprandom_indep_qiskit_54,1.2,91,26082,0,0,4,7824
realamprandom_indep_qiskit_54,1.3,91,26082,0,0,4,8476
realamprandom_indep_qiskit_54,1.5,91,26082,0,0,4,9780
realamprandom_indep_qiskit_54,2.0,91,26082,0,0,4,13041
ae_indep_qiskit_13,1.0,19,615,0,0,4,153
ae_indep_qiskit_13,1.1,19,615,0,0,4,169
ae_indep_qiskit_13,1.2,19,615,0,0,4,184
ae_indep_qiskit_13,1.3,19,615,0,0,4,199
ae_indep_qiskit_13,1.5,19,615,0,0,4,230
ae_indep_qiskit_13,2.0,19,615,0,0,4,307
dj_indep_qiskit_62,1.0,105,612,0,0,4,153
dj_indep_qiskit_62,1.1,105,612,0,0,4,168
dj_indep_qiskit_62,1.2,105,612,0,0,4,183
dj_indep_qiskit_62,1.3,105,612,0,0,4,198
dj_indep_qiskit_62,1.5,105,612,0,0,4,229
dj_indep_qiskit_62,2.0,105,612,0,0,4,306
dj_indep_qiskit_63,1.0,106,622,0,0,4,155
dj_indep_qiskit_63,1.1,106,622,0,0,4,171
dj_indep_qiskit_63,1.2,106,622,0,0,4,186
dj_indep_qiskit_63,1.3,106,622,0,0,4,202
dj_indep_qiskit_63,1.5,106,622,0,0,4,233
dj_indep_qiskit_63,2.0,106,622,0,0,4,311
ae_indep_qiskit_12,1.0,9,531,0,0,4,132
ae_indep_qiskit_12,1.1,9,531,0,0,4,146
ae_indep_qiskit_12,1.2,9,531,0,0,4,159
ae_indep_qiskit_12,1.3,9,531,0,0,4,172
ae_indep_qiskit_12,1.5,9,531,0,0,4,199
ae_indep_qiskit_12,2.0,9,531,0,0,4,265
realamprandom_indep_qiskit_55,1.0,92,27060,0,0,4,6765
realamprandom_indep_qiskit_55,1.1,92,27060,0,0,4,7441
realamprandom_indep_qiskit_55,1.2,92,27060,0,0,4,8118
realamprandom_indep_qiskit_55,1.3,92,27060,0,0,4,8794
realamprandom_indep_qiskit_55,1.5,92,27060,0,0,4,10147
realamprandom_indep_qiskit_55,2.0,92,27060,0,0,4,13530
realamprandom_indep_qiskit_41,1.0,68,15006,0,0,4,3751
realamprandom_indep_qiskit_41,1.1,68,15006,0,0,4,4126
realamprandom_indep_qiskit_41,1.2,68,15006,0,0,4,4501
realamprandom_indep_qiskit_41,1.3,68,15006,0,0,4,4876
realamprandom_indep_qiskit_41,1.5,68,15006,0,0,4,5627
realamprandom_indep_qiskit_41,2.0,68,15006,0,0,4,7503
dj_indep_qiskit_77,1.0,131,762,0,0,4,190
dj_indep_qiskit_77,1.1,131,762,0,0,4,209
dj_indep_qiskit_77,1.2,131,762,0,0,4,228
dj_indep_qiskit_77,1.3,131,762,0,0,4,247
dj_indep_qiskit_77,1.5,131,762,0,0,4,285
dj_indep_qiskit_77,2.0,131,762,0,0,4,381
realamprandom_indep_qiskit_69,1.0,117,42642,0,0,4,10660
realamprandom_indep_qiskit_69,1.1,117,42642,0,0,4,11726
realamprandom_indep_qiskit_69,1.2,117,42642,0,0,4,12792
realamprandom_indep_qiskit_69,1.3,117,42642,0,0,4,13858
realamprandom_indep_qiskit_69,1.5,117,42642,0,0,4,15990
realamprandom_indep_qiskit_69,2.0,117,42642,0,0,4,21321
graphstate_indep_qiskit_8,1.0,5,72,0,0,4,18
graphstate_indep_qiskit_8,1.1,5,72,0,0,4,19
graphstate_indep_qiskit_8,1.2,5,72,0,0,4,21
graphstate_indep_qiskit_8,1.3,5,72,0,0,4,23
graphstate_indep_qiskit_8,1.5,5,72,0,0,4,27
graphstate_indep_qiskit_8,2.0,5,72,0,0,4,36
random_indep_qiskit_26,1.0,152,5848,0,0,4,1462
random_indep_qiskit_26,1.1,152,5848,0,0,4,1608
random_indep_qiskit_26,1.2,152,5848,0,0,4,1754
random_indep_qiskit_26,1.3,152,5848,0,0,4,1900
random_indep_qiskit_26,1.5,152,5848,0,0,4,2193
random_indep_qiskit_26,2.0,152,5848,0,0,4,2924
random_indep_qiskit_32,1.0,186,9272,0,0,4,2318
random_indep_qiskit_32,1.1,186,9272,0,0,4,2549
random_indep_qiskit_32,1.2,186,9272,0,0,4,2781
random_indep_qiskit_32,1.3,186,9272,0,0,4,3013
random_indep_qiskit_32,1.5,186,9272,0,0,4,3477
random_indep_qiskit_32,2.0,186,9272,0,0,4,4636
qft_indep_qiskit_3,1.0,3,33,0,0,4,8
qft_indep_qiskit_3,1.1,3,33,0,0,4,9
qft_indep_qiskit_3,1.2,3,33,0,0,4,9
qft_indep_qiskit_3,1.3,3,33,0,0,4,10
qft_indep_qiskit_3,1.5,3,33,0,0,4,12
qft_indep_qiskit_3,2.0,3,33,0,0,4,16
realamprandom_indep_qiskit_96,1.0,72,82656,0,0,4,20664
realamprandom_indep_qiskit_96,1.1,72,82656,0,0,4,22730
realamprandom_indep_qiskit_96,1.2,72,82656,0,0,4,24796
realamprandom_indep_qiskit_96,1.3,72,82656,0,0,4,26863
realamprandom_indep_qiskit_96,1.5,72,82656,0,0,4,30996
realamprandom_indep_qiskit_96,2.0,72,82656,0,0,4,41328
grover-noancilla_indep_qiskit_6,1.0,21,2222,0,0,4,555
grover-noancilla_indep_qiskit_6,1.1,21,2222,0,0,4,611
grover-noancilla_indep_qiskit_6,1.2,21,2222,0,0,4,666
grover-noancilla_indep_qiskit_6,1.3,21,2222,0,0,4,722
grover-noancilla_indep_qiskit_6,1.5,21,2222,0,0,4,833
grover-noancilla_indep_qiskit_6,2.0,21,2222,0,0,4,1111
realamprandom_indep_qiskit_82,1.0,140,60270,0,0,4,15067
realamprandom_indep_qiskit_82,1.1,140,60270,0,0,4,16574
realamprandom_indep_qiskit_82,1.2,140,60270,0,0,4,18081
realamprandom_indep_qiskit_82,1.3,140,60270,0,0,4,19587
realamprandom_indep_qiskit_82,1.5,140,60270,0,0,4,22601
realamprandom_indep_qiskit_82,2.0,140,60270,0,0,4,30135
su2random_indep_qiskit_38,1.0,63,12882,0,0,4,3220
su2random_indep_qiskit_38,1.1,63,12882,0,0,4,3542
su2random_indep_qiskit_38,1.2,63,12882,0,0,4,3864
su2random_indep_qiskit_38,1.3,63,12882,0,0,4,4186
su2random_indep_qiskit_38,1.5,63,12882,0,0,4,4830
su2random_indep_qiskit_38,2.0,63,12882,0,0,4,6441
su2random_indep_qiskit_10,1.0,14,870,0,0,4,217
su2random_indep_qiskit_10,1.1,14,870,0,0,4,239
su2random_indep_qiskit_10,1.2,14,870,0,0,4,261
su2random_indep_qiskit_10,1.3,14,870,0,0,4,282
su2random_indep_qiskit_10,1.5,14,870,0,0,4,326
su2random_indep_qiskit_10,2.0,14,870,0,0,4,435
dj_indep_qiskit_88,1.0,66,872,0,0,4,218
dj_indep_qiskit_88,1.1,66,872,0,0,4,239
dj_indep_qiskit_88,1.2,66,872,0,0,4,261
dj_indep_qiskit_88,1.3,66,872,0,0,4,283
dj_indep_qiskit_88,1.5,66,872,0,0,4,327
dj_indep_qiskit_88,2.0,66,872,0,0,4,436
twolocalrandom_indep_qiskit_48,1.0,36,20592,0,0,4,5148
twolocalrandom_indep_qiskit_48,1.1,36,20592,0,0,4,5662
twolocalrandom_indep_qiskit_48,1.2,36,20592,0,0,4,6177
twolocalrandom_indep_qiskit_48,1.3,36,20592,0,0,4,6692
twolocalrandom_indep_qiskit_48,1.5,36,20592,0,0,4,7722
twolocalrandom_indep_qiskit_48,2.0,36,20592,0,0,4,10296
qpeexact_indep_qiskit_14,1.0,21,618,0,0,4,154
qpeexact_indep_qiskit_14,1.1,21,618,0,0,4,169
qpeexact_indep_qiskit_14,1.2,21,618,0,0,4,185
qpeexact_indep_qiskit_14,1.3,21,618,0,0,4,200
qpeexact_indep_qiskit_14,1.5,21,618,0,0,4,231
qpeexact_indep_qiskit_14,2.0,21,618,0,0,4,309
twolocalrandom_indep_qiskit_60,1.0,45,32220,0,0,4,8055
twolocalrandom_indep_qiskit_60,1.1,45,32220,0,0,4,8860
twolocalrandom_indep_qiskit_60,1.2,45,32220,0,0,4,9666
twolocalrandom_indep_qiskit_60,1.3,45,32220,0,0,4,10471
twolocalrandom_indep_qiskit_60,1.5,45,32220,0,0,4,12082
twolocalrandom_indep_qiskit_60,2.0,45,32220,0,0,4,16110
twolocalrandom_indep_qiskit_74,1.0,126,49062,0,0,4,12265
twolocalrandom_indep_qiskit_74,1.1,126,49062,0,0,4,13492
twolocalrandom_indep_qiskit_74,1.2,126,49062,0,0,4,14718
twolocalrandom_indep_qiskit_74,1.3,126,49062,0,0,4,15945
twolocalrandom_indep_qiskit_74,1.5,126,49062,0,0,4,18398
twolocalrandom_indep_qiskit_74,2.0,126,49062,0,0,4,24531
portfoliovqe_indep_qiskit_13,1.0,19,1482,0,0,4,370
portfoliovqe_indep_qiskit_13,1.1,19,1482,0,0,4,407
portfoliovqe_indep_qiskit_13,1.2,19,1482,0,0,4,444
portfoliovqe_indep_qiskit_13,1.3,19,1482,0,0,4,481
portfoliovqe_indep_qiskit_13,1.5,19,1482,0,0,4,555
portfoliovqe_indep_qiskit_13,2.0,19,1482,0,0,4,741
qpeexact_indep_qiskit_28,1.0,21,2450,0,0,4,612
qpeexact_indep_qiskit_28,1.1,21,2450,0,0,4,673
qpeexact_indep_qiskit_28,1.2,21,2450,0,0,4,735
qpeexact_indep_qiskit_28,1.3,21,2450,0,0,4,796
qpeexact_indep_qiskit_28,1.5,21,2450,0,0,4,918
qpeexact_indep_qiskit_28,2.0,21,2450,0,0,4,1225
su2random_indep_qiskit_128,1.0,96,147072,0,0,4,36768
su2random_indep_qiskit_128,1.1,96,147072,0,0,4,40444
su2random_indep_qiskit_128,1.2,96,147072,0,0,4,44121
su2random_indep_qiskit_128,1.3,96,147072,0,0,4,47798
su2random_indep_qiskit_128,1.5,96,147072,0,0,4,55152
su2random_indep_qiskit_128,2.0,96,147072,0,0,4,73536
qpeexact_indep_qiskit_128,1.0,96,49656,0,0,4,12414
qpeexact_indep_qiskit_128,1.1,96,49656,0,0,4,13655
qpeexact_indep_qiskit_128,1.2,96,49656,0,0,4,14896
qpeexact_indep_qiskit_128,1.3,96,49656,0,0,4,16138
qpeexact_indep_qiskit_128,1.5,96,49656,0,0,4,18621
qpeexact_indep_qiskit_128,2.0,96,49656,0,0,4,24828
su2random_indep_qiskit_114,1.0,196,116622,0,0,4,29155
su2random_indep_qiskit_114,1.1,196,116622,0,0,4,32071
su2random_indep_qiskit_114,1.2,196,116622,0,0,4,34986
su2random_indep_qiskit_114,1.3,196,116622,0,0,4,37902
su2random_indep_qiskit_114,1.5,196,116622,0,0,4,43733
su2random_indep_qiskit_114,2.0,196,116622,0,0,4,58311
qpeexact_indep_qiskit_100,1.0,75,30392,0,0,4,7598
qpeexact_indep_qiskit_100,1.1,75,30392,0,0,4,8357
qpeexact_indep_qiskit_100,1.2,75,30392,0,0,4,9117
qpeexact_indep_qiskit_100,1.3,75,30392,0,0,4,9877
qpeexact_indep_qiskit_100,1.5,75,30392,0,0,4,11397
qpeexact_indep_qiskit_100,2.0,75,30392,0,0,4,15196
su2random_indep_qiskit_100,1.0,75,89700,0,0,4,22425
su2random_indep_qiskit_100,1.1,75,89700,0,0,4,24667
su2random_indep_qiskit_100,1.2,75,89700,0,0,4,26910
su2random_indep_qiskit_100,1.3,75,89700,0,0,4,29152
su2random_indep_qiskit_100,1.5,75,89700,0,0,4,33637
su2random_indep_qiskit_100,2.0,75,89700,0,0,4,44850
qpeexact_indep_qiskit_114,1.0,196,39436,0,0,4,9859
qpeexact_indep_qiskit_114,1.1,196,39436,0,0,4,10844
qpeexact_indep_qiskit_114,1.2,196,39436,0,0,4,11830
qpeexact_indep_qiskit_114,1.3,196,39436,0,0,4,12816
qpeexact_indep_qiskit_114,1.5,196,39436,0,0,4,14788
qpeexact_indep_qiskit_114,2.0,196,39436,0,0,4,19718
ae_indep_qiskit_3,1.0,2,45,0,0,4,11
ae_indep_qiskit_3,1.1,2,45,0,0,4,12
ae_indep_qiskit_3,1.2,2,45,0,0,4,13
ae_indep_qiskit_3,1.3,2,45,0,0,4,14
ae_indep_qiskit_3,1.5,2,45,0,0,4,16
ae_indep_qiskit_3,2.0,2,45,0,0,4,22
qft_indep_qiskit_23,1.0,223,1653,0,0,4,413
qft_indep_qiskit_23,1.1,223,1653,0,0,4,454
qft_indep_qiskit_23,1.2,223,1653,0,0,4,495
qft_indep_qiskit_23,1.3,223,1653,0,0,4,537
qft_indep_qiskit_23,1.5,223,1653,0,0,4,619
qft_indep_qiskit_23,2.0,223,1653,0,0,4,826
qft_indep_qiskit_37,1.0,1096,4215,0,0,4,1053
qft_indep_qiskit_37,1.1,1096,4215,0,0,4,1159
qft_indep_qiskit_37,1.2,1096,4215,0,0,4,1264
qft_indep_qiskit_37,1.3,1096,4215,0,0,4,1369
qft_indep_qiskit_37,1.5,1096,4215,0,0,4,1580
qft_indep_qiskit_37,2.0,1096,4215,0,0,4,2107
realamprandom_indep_qiskit_8,1.0,6,552,0,0,4,138
realamprandom_indep_qiskit_8,1.1,6,552,0,0,4,151
realamprandom_indep_qiskit_8,1.2,6,552,0,0,4,165
realamprandom_indep_qiskit_8,1.3,6,552,0,0,4,179
realamprandom_indep_qiskit_8,1.5,6,552,0,0,4,207
realamprandom_indep_qiskit_8,2.0,6,552,0,0,4,276
su2random_indep_qiskit_6,1.0,7,306,0,0,4,76
su2random_indep_qiskit_6,1.1,7,306,0,0,4,84
su2random_indep_qiskit_6,1.2,7,306,0,0,4,91
su2random_indep_qiskit_6,1.3,7,306,0,0,4,99
su2random_indep_qiskit_6,1.5,7,306,0,0,4,114
su2random_indep_qiskit_6,2.0,7,306,0,0,4,153
qftentangled_indep_qiskit_19,1.0,102,1246,0,0,4,311
qftentangled_indep_qiskit_19,1.1,102,1246,0,0,4,342
qftentangled_indep_qiskit_19,1.2,102,1246,0,0,4,373
qftentangled_indep_qiskit_19,1.3,102,1246,0,0,4,404
qftentangled_indep_qiskit_19,1.5,102,1246,0,0,4,467
qftentangled_indep_qiskit_19,2.0,102,1246,0,0,4,623
ghz_indep_qiskit_17,1.0,25,131,0,0,4,32
ghz_indep_qiskit_17,1.1,25,131,0,0,4,36
ghz_indep_qiskit_17,1.2,25,131,0,0,4,39
ghz_indep_qiskit_17,1.3,25,131,0,0,4,42
ghz_indep_qiskit_17,1.5,25,131,0,0,4,49
ghz_indep_qiskit_17,2.0,25,131,0,0,4,65
qftentangled_indep_qiskit_31,1.0,636,3154,0,0,4,788
qftentangled_indep_qiskit_31,1.1,636,3154,0,0,4,867
qftentangled_indep_qiskit_31,1.2,636,3154,0,0,4,946
qftentangled_indep_qiskit_31,1.3,636,3154,0,0,4,1025
qftentangled_indep_qiskit_31,1.5,636,3154,0,0,4,1182
qftentangled_indep_qiskit_31,2.0,636,3154,0,0,4,1577
qftentangled_indep_qiskit_25,1.0,322,2092,0,0,4,523
qftentangled_indep_qiskit_25,1.1,322,2092,0,0,4,575
qftentangled_indep_qiskit_25,1.2,322,2092,0,0,4,627
qftentangled_indep_qiskit_25,1.3,322,2092,0,0,4,679
qftentangled_indep_qiskit_25,1.5,322,2092,0,0,4,784
qftentangled_indep_qiskit_25,2.0,322,2092,0,0,4,1046
wstate_indep_qiskit_23,1.0,113,355,0,0,4,88
wstate_indep_qiskit_23,1.1,113,355,0,0,4,97
wstate_indep_qiskit_23,1.2,113,355,0,0,4,106
wstate_indep_qiskit_23,1.3,113,355,0,0,4,115
wstate_indep_qiskit_23,1.5,113,355,0,0,4,133
wstate_indep_qiskit_23,2.0,113,355,0,0,4,177
graphstate_indep_qiskit_63,1.0,303,567,0,0,4,141
graphstate_indep_qiskit_63,1.1,303,567,0,0,4,155
graphstate_indep_qiskit_63,1.2,303,567,0,0,4,170
graphstate_indep_qiskit_63,1.3,303,567,0,0,4,184
graphstate_indep_qiskit_63,1.5,303,567,0,0,4,212
graphstate_indep_qiskit_63,2.0,303,567,0,0,4,283
random_indep_qiskit_123,1.0,1589,131419,0,0,4,32854
random_indep_qiskit_123,1.1,1589,131419,0,0,4,36140
random_indep_qiskit_123,1.2,1589,131419,0,0,4,39425
random_indep_qiskit_123,1.3,1589,131419,0,0,4,42711
random_indep_qiskit_123,1.5,1589,131419,0,0,4,49282
random_indep_qiskit_123,2.0,1589,131419,0,0,4,65709
qft_indep_qiskit_123,1.0,934,45753,0,0,4,11438
qft_indep_qiskit_123,1.1,934,45753,0,0,4,12582
qft_indep_qiskit_123,1.2,934,45753,0,0,4,13725
qft_indep_qiskit_123,1.3,934,45753,0,0,4,14869
qft_indep_qiskit_123,1.5,934,45753,0,0,4,17157
qft_indep_qiskit_123,2.0,934,45753,0,0,4,22876
wstate_indep_qiskit_37,1.0,250,579,0,0,4,144
wstate_indep_qiskit_37,1.1,250,579,0,0,4,159
wstate_indep_qiskit_37,1.2,250,579,0,0,4,173
wstate_indep_qiskit_37,1.3,250,579,0,0,4,188
wstate_indep_qiskit_37,1.5,250,579,0,0,4,217
wstate_indep_qiskit_37,2.0,250,579,0,0,4,289
graphstate_indep_qiskit_77,1.0,313,693,0,0,4,173
graphstate_indep_qiskit_77,1.1,313,693,0,0,4,190
graphstate_indep_qiskit_77,1.2,313,693,0,0,4,207
graphstate_indep_qiskit_77,1.3,313,693,0,0,4,225
graphstate_indep_qiskit_77,1.5,313,693,0,0,4,259
graphstate_indep_qiskit_77,2.0,313,693,0,0,4,346
qpeinexact_indep_qiskit_52,1.0,39,8312,0,0,4,2078
qpeinexact_indep_qiskit_52,1.1,39,8312,0,0,4,2285
qpeinexact_indep_qiskit_52,1.2,39,8312,0,0,4,2493
qpeinexact_indep_qiskit_52,1.3,39,8312,0,0,4,2701
qpeinexact_indep_qiskit_52,1.5,39,8312,0,0,4,3117
qpeinexact_indep_qiskit_52,2.0,39,8312,0,0,4,4156
qpeinexact_indep_qiskit_46,1.0,77,6524,0,0,4,1631
qpeinexact_indep_qiskit_46,1.1,77,6524,0,0,4,1794
qpeinexact_indep_qiskit_46,1.2,77,6524,0,0,4,1957
qpeinexact_indep_qiskit_46,1.3,77,6524,0,0,4,2120
qpeinexact_indep_qiskit_46,1.5,77,6524,0,0,4,2446
qpeinexact_indep_qiskit_46,2.0,77,6524,0,0,4,3262
ghz_indep_qiskit_8,1.0,20,59,0,0,4,14
ghz_indep_qiskit_8,1.1,20,59,0,0,4,16
ghz_indep_qiskit_8,1.2,20,59,0,0,4,17
ghz_indep_qiskit_8,1.3,20,59,0,0,4,19
ghz_indep_qiskit_8,1.5,20,59,0,0,4,22
ghz_indep_qiskit_8,2.0,20,59,0,0,4,29
ghz_indep_qiskit_129,1.0,198,1027,0,0,4,256
ghz_indep_qiskit_129,1.1,198,1027,0,0,4,282
ghz_indep_qiskit_129,1.2,198,1027,0,0,4,308
ghz_indep_qiskit_129,1.3,198,1027,0,0,4,333
ghz_indep_qiskit_129,1.5,198,1027,0,0,4,385
ghz_indep_qiskit_129,2.0,198,1027,0,0,4,513
ghz_indep_qiskit_115,1.0,135,915,0,0,4,228
ghz_indep_qiskit_115,1.1,135,915,0,0,4,251
ghz_indep_qiskit_115,1.2,135,915,0,0,4,274
ghz_indep_qiskit_115,1.3,135,915,0,0,4,297
ghz_indep_qiskit_115,1.5,135,915,0,0,4,343
ghz_indep_qiskit_115,2.0,135,915,0,0,4,457
qpeinexact_indep_qiskit_91,1.0,155,25202,0,0,4,6300
qpeinexact_indep_qiskit_91,1.1,155,25202,0,0,4,6930
qpeinexact_indep_qiskit_91,1.2,155,25202,0,0,4,7560
qpeinexact_indep_qiskit_91,1.3,155,25202,0,0,4,8190
qpeinexact_indep_qiskit_91,1.5,155,25202,0,0,4,9450
qpeinexact_indep_qiskit_91,2.0,155,25202,0,0,4,12601
qpeinexact_indep_qiskit_85,1.0,145,22010,0,0,4,5502
qpeinexact_indep_qiskit_85,1.1,145,22010,0,0,4,6052
qpeinexact_indep_qiskit_85,1.2,145,22010,0,0,4,6603
qpeinexact_indep_qiskit_85,1.3,145,22010,0,0,4,7153
qpeinexact_indep_qiskit_85,1.5,145,22010,0,0,4,8253
qpeinexact_indep_qiskit_85,2.0,145,22010,0,0,4,11005
graphstate_indep_qiskit_88,1.0,366,792,0,0,4,198
graphstate_indep_qiskit_88,1.1,366,792,0,0,4,217
graphstate_indep_qiskit_88,1.2,366,792,0,0,4,237
graphstate_indep_qiskit_88,1.3,366,792,0,0,4,257
graphstate_indep_qiskit_88,1.5,366,792,0,0,4,297
graphstate_indep_qiskit_88,2.0,366,792,0,0,4,396
qnn_indep_qiskit_13,1.0,19,2178,0,0,4,544
qnn_indep_qiskit_13,1.1,19,2178,0,0,4,598
qnn_indep_qiskit_13,1.2,19,2178,0,0,4,653
qnn_indep_qiskit_13,1.3,19,2178,0,0,4,707
qnn_indep_qiskit_13,1.5,19,2178,0,0,4,816
qnn_indep_qiskit_13,2.0,19,2178,0,0,4,1089
ghz_indep_qiskit_101,1.0,76,803,0,0,4,200
ghz_indep_qiskit_101,1.1,76,803,0,0,4,220
ghz_indep_qiskit_101,1.2,76,803,0,0,4,240
ghz_indep_qiskit_101,1.3,76,803,0,0,4,260
ghz_indep_qiskit_101,1.5,76,803,0,0,4,301
ghz_indep_qiskit_101,2.0,76,803,0,0,4,401
qnn_indep_qiskit_48,1.0,36,29898,0,0,4,7474
qnn_indep_qiskit_48,1.1,36,29898,0,0,4,8221
qnn_indep_qiskit_48,1.2,36,29898,0,0,4,8969
qnn_indep_qiskit_48,1.3,36,29898,0,0,4,9716
qnn_indep_qiskit_48,1.5,36,29898,0,0,4,11211
qnn_indep_qiskit_48,2.0,36,29898,0,0,4,14949
wstate_indep_qiskit_93,1.0,795,1475,0,0,4,368
wstate_indep_qiskit_93,1.1,795,1475,0,0,4,405
wstate_indep_qiskit_93,1.2,795,1475,0,0,4,442
wstate_indep_qiskit_93,1.3,795,1475,0,0,4,479
wstate_indep_qiskit_93,1.5,795,1475,0,0,4,553
wstate_indep_qiskit_93,2.0,795,1475,0,0,4,737
wstate_indep_qiskit_87,1.0,734,1379,0,0,4,344
wstate_indep_qiskit_87,1.1,734,1379,0,0,4,379
wstate_indep_qiskit_87,1.2,734,1379,0,0,4,413
wstate_indep_qiskit_87,1.3,734,1379,0,0,4,448
wstate_indep_qiskit_87,1.5,734,1379,0,0,4,517
wstate_indep_qiskit_87,2.0,734,1379,0,0,4,689
twolocalrandom_indep_qiskit_9,1.0,12,702,0,0,4,175
twolocalrandom_indep_qiskit_9,1.1,12,702,0,0,4,193
twolocalrandom_indep_qiskit_9,1.2,12,702,0,0,4,210
twolocalrandom_indep_qiskit_9,1.3,12,702,0,0,4,228
twolocalrandom_indep_qiskit_9,1.5,12,702,0,0,4,263
twolocalrandom_indep_qiskit_9,2.0,12,702,0,0,4,351
qnn_indep_qiskit_74,1.0,126,71108,0,0,4,17777
qnn_indep_qiskit_74,1.1,126,71108,0,0,4,19554
qnn_indep_qiskit_74,1.2,126,71108,0,0,4,21332
qnn_indep_qiskit_74,1.3,126,71108,0,0,4,23110
qnn_indep_qiskit_74,1.5,126,71108,0,0,4,26665
qnn_indep_qiskit_74,2.0,126,71108,0,0,4,35554
qnn_indep_qiskit_60,1.0,45,46734,0,0,4,11683
qnn_indep_qiskit_60,1.1,45,46734,0,0,4,12851
qnn_indep_qiskit_60,1.2,45,46734,0,0,4,14020
qnn_indep_qiskit_60,1.3,45,46734,0,0,4,15188
qnn_indep_qiskit_60,1.5,45,46734,0,0,4,17525
qnn_indep_qiskit_60,2.0,45,46734,0,0,4,23367
graphstate_indep_qiskit_10,1.0,27,90,0,0,4,22
graphstate_indep_qiskit_10,1.1,27,90,0,0,4,24
graphstate_indep_qiskit_10,1.2,27,90,0,0,4,27
graphstate_indep_qiskit_10,1.3,27,90,0,0,4,29
graphstate_indep_qiskit_10,1.5,27,90,0,0,4,33
graphstate_indep_qiskit_10,2.0,27,90,0,0,4,45
wstate_indep_qiskit_50,1.0,373,787,0,0,4,196
wstate_indep_qiskit_50,1.1,373,787,0,0,4,216
wstate_indep_qiskit_50,1.2,373,787,0,0,4,236
wstate_indep_qiskit_50,1.3,373,787,0,0,4,255
wstate_indep_qiskit_50,1.5,373,787,0,0,4,295
wstate_indep_qiskit_50,2.0,373,787,0,0,4,393
wstate_indep_qiskit_44,1.0,275,691,0,0,4,172
wstate_indep_qiskit_44,1.1,275,691,0,0,4,190
wstate_indep_qiskit_44,1.2,275,691,0,0,4,207
wstate_indep_qiskit_44,1.3,275,691,0,0,4,224
wstate_indep_qiskit_44,1.5,275,691,0,0,4,259
wstate_indep_qiskit_44,2.0,275,691,0,0,4,345
qpeinexact_indep_qiskit_21,1.0,33,1402,0,0,4,350
qpeinexact_indep_qiskit_21,1.1,33,1402,0,0,4,385
qpeinexact_indep_qiskit_21,1.2,33,1402,0,0,4,420
qpeinexact_indep_qiskit_21,1.3,33,1402,0,0,4,455
qpeinexact_indep_qiskit_21,1.5,33,1402,0,0,4,525
qpeinexact_indep_qiskit_21,2.0,33,1402,0,0,4,701
graphstate_indep_qiskit_38,1.0,144,342,0,0,4,85
graphstate_indep_qiskit_38,1.1,144,342,0,0,4,94
graphstate_indep_qiskit_38,1.2,144,342,0,0,4,102
graphstate_indep_qiskit_38,1.3,144,342,0,0,4,111
graphstate_indep_qiskit_38,1.5,144,342,0,0,4,128
graphstate_indep_qiskit_38,2.0,144,342,0,0,4,171
wstate_indep_qiskit_78,1.0,649,1235,0,0,4,308
wstate_indep_qiskit_78,1.1,649,1235,0,0,4,339
wstate_indep_qiskit_78,1.2,649,1235,0,0,4,370
wstate_indep_qiskit_78,1.3,649,1235,0,0,4,401
wstate_indep_qiskit_78,1.5,649,1235,0,0,4,463
wstate_indep_qiskit_78,2.0,649,1235,0,0,4,617
qpeinexact_indep_qiskit_35,1.0,57,3810,0,0,4,952
qpeinexact_indep_qiskit_35,1.1,57,3810,0,0,4,1047
qpeinexact_indep_qiskit_35,1.2,57,3810,0,0,4,1143
qpeinexact_indep_qiskit_35,1.3,57,3810,0,0,4,1238
qpeinexact_indep_qiskit_35,1.5,57,3810,0,0,4,1428
qpeinexact_indep_qiskit_35,2.0,57,3810,0,0,4,1905
qft_indep_qiskit_93,1.0,11438,26223,0,0,4,6555
qft_indep_qiskit_93,1.1,11438,26223,0,0,4,7211
qft_indep_qiskit_93,1.2,11438,26223,0,0,4,7866
qft_indep_qiskit_93,1.3,11438,26223,0,0,4,8522
qft_indep_qiskit_93,1.5,11438,26223,0,0,4,9833
qft_indep_qiskit_93,2.0,11438,26223,0,0,4,13111
ghz_indep_qiskit_70,1.0,276,555,0,0,4,138
ghz_indep_qiskit_70,1.1,276,555,0,0,4,152
ghz_indep_qiskit_70,1.2,276,555,0,0,4,166
ghz_indep_qiskit_70,1.3,276,555,0,0,4,180
ghz_indep_qiskit_70,1.5,276,555,0,0,4,208
ghz_indep_qiskit_70,2.0,276,555,0,0,4,277
ghz_indep_qiskit_64,1.0,246,507,0,0,4,126
ghz_indep_qiskit_64,1.1,246,507,0,0,4,139
ghz_indep_qiskit_64,1.2,246,507,0,0,4,152
