circuit,num_qubits,num_nodes,num_quantum_nodes,num_classical_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,partitions_checked,search_completed,optimal_qubit_counts,heuristic_qubit_counts,optimal_classical_counts,heuristic_classical_counts
qwalk-v-chain_indep_qiskit_3,3,109,106,3,88,3,1.0,1,122.0,120.0,0.9836065573770492,0.000415802001953125,0.0013701915740966797,TIMED-QUBIT-LEVEL,27,True,"[1, 1, 1]","[1, 1, 1]","[3, 0, 0]","[1, 1, 1]"
qwalk-v-chain_indep_qiskit_3,3,109,106,3,88,3,1.1,2,61.0,130.0,2.1311475409836067,0.0011708736419677734,0.0014920234680175781,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 2]","[3, 0, 0]","[2, 1, 0]"
qwalk-v-chain_indep_qiskit_3,3,109,106,3,88,3,1.2,2,61.0,130.0,2.1311475409836067,0.0011439323425292969,0.0015010833740234375,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 2]","[3, 0, 0]","[2, 1, 0]"
qwalk-v-chain_indep_qiskit_3,3,109,106,3,88,3,1.3,2,61.0,130.0,2.1311475409836067,0.0011591911315917969,0.0014846324920654297,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 2]","[3, 0, 0]","[2, 1, 0]"
qwalk-noancilla_indep_qiskit_3,3,109,106,3,88,3,1.0,1,122.0,120.0,0.9836065573770492,0.0004100799560546875,0.0014259815216064453,TIMED-QUBIT-LEVEL,27,True,"[1, 1, 1]","[1, 1, 1]","[3, 0, 0]","[1, 1, 1]"
qwalk-noancilla_indep_qiskit_3,3,109,106,3,88,3,1.1,2,61.0,130.0,2.1311475409836067,0.0011780261993408203,0.0014300346374511719,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 2]","[3, 0, 0]","[2, 1, 0]"
qwalk-noancilla_indep_qiskit_3,3,109,106,3,88,3,1.2,2,61.0,130.0,2.1311475409836067,0.0011289119720458984,0.0015549659729003906,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 2]","[3, 0, 0]","[2, 1, 0]"
qwalk-noancilla_indep_qiskit_3,3,109,106,3,88,3,1.3,2,61.0,130.0,2.1311475409836067,0.0012390613555908203,0.0015742778778076172,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 2]","[3, 0, 0]","[2, 1, 0]"
qaoa_indep_qiskit_5,5,85,80,5,70,3,1.0,2,63.0,60.0,0.9523809523809523,0.003309965133666992,0.0008902549743652344,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
qaoa_indep_qiskit_5,5,85,80,5,70,3,1.1,2,63.0,60.0,0.9523809523809523,0.0034410953521728516,0.0008766651153564453,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
