workload_file,model,origin,n_qubits,k_partitions,best_method,best_cost,second_method,second_cost,methods_tested
qnn_indep_qiskit_68.qasm,Circuit,MQTBench,68,2,greedy_hdh,4639,,,1
qnn_indep_qiskit_68.qasm,Circuit,MQTBench,68,3,greedy_hdh,6193,,,1
qnn_indep_qiskit_68.qasm,Circuit,MQTBench,68,4,greedy_hdh,6962,,,1
qnn_indep_qiskit_69.qasm,Circuit,MQTBench,69,2,greedy_hdh,4789,,,1
qnn_indep_qiskit_69.qasm,Circuit,MQTBench,69,3,greedy_hdh,6375,,,1
qnn_indep_qiskit_69.qasm,Circuit,MQTBench,69,4,greedy_hdh,7159,,,1
qnn_indep_qiskit_7.qasm,Circuit,MQTBench,7,2,greedy_hdh,50,,,1
qnn_indep_qiskit_7.qasm,Circuit,MQTBench,7,3,greedy_hdh,63,,,1
qnn_indep_qiskit_7.qasm,Circuit,MQTBench,7,4,greedy_hdh,75,,,1
qnn_indep_qiskit_70.qasm,Circuit,MQTBench,70,2,greedy_hdh,4917,,,1
qnn_indep_qiskit_70.qasm,Circuit,MQTBench,70,3,greedy_hdh,6559,,,1
qnn_indep_qiskit_70.qasm,Circuit,MQTBench,70,4,greedy_hdh,7386,,,1
qnn_indep_qiskit_71.qasm,Circuit,MQTBench,71,2,greedy_hdh,5070,,,1
qnn_indep_qiskit_71.qasm,Circuit,MQTBench,71,3,greedy_hdh,6750,,,1
qnn_indep_qiskit_71.qasm,Circuit,MQTBench,71,4,greedy_hdh,7583,,,1
qnn_indep_qiskit_72.qasm,Circuit,MQTBench,72,2,greedy_hdh,5209,,,1
qnn_indep_qiskit_72.qasm,Circuit,MQTBench,72,3,greedy_hdh,6934,,,1
qnn_indep_qiskit_72.qasm,Circuit,MQTBench,72,4,greedy_hdh,7817,,,1
qnn_indep_qiskit_73.qasm,Circuit,MQTBench,73,2,greedy_hdh,5352,,,1
qnn_indep_qiskit_73.qasm,Circuit,MQTBench,73,3,greedy_hdh,7129,,,1
qnn_indep_qiskit_73.qasm,Circuit,MQTBench,73,4,greedy_hdh,8011,,,1
qnn_indep_qiskit_74.qasm,Circuit,MQTBench,74,2,greedy_hdh,5504,,,1
qnn_indep_qiskit_74.qasm,Circuit,MQTBench,74,3,greedy_hdh,7328,,,1
qnn_indep_qiskit_74.qasm,Circuit,MQTBench,74,4,greedy_hdh,8240,,,1
qnn_indep_qiskit_75.qasm,Circuit,MQTBench,75,2,greedy_hdh,5646,,,1
qnn_indep_qiskit_75.qasm,Circuit,MQTBench,75,3,greedy_hdh,7532,,,1
qnn_indep_qiskit_75.qasm,Circuit,MQTBench,75,4,greedy_hdh,8477,,,1
qnn_indep_qiskit_76.qasm,Circuit,MQTBench,76,2,greedy_hdh,5809,,,1
qnn_indep_qiskit_76.qasm,Circuit,MQTBench,76,3,greedy_hdh,7729,,,1
qnn_indep_qiskit_76.qasm,Circuit,MQTBench,76,4,greedy_hdh,8700,,,1
qnn_indep_qiskit_77.qasm,Circuit,MQTBench,77,2,greedy_hdh,5949,,,1
qnn_indep_qiskit_77.qasm,Circuit,MQTBench,77,3,greedy_hdh,7938,,,1
qnn_indep_qiskit_77.qasm,Circuit,MQTBench,77,4,greedy_hdh,8922,,,1
qnn_indep_qiskit_78.qasm,Circuit,MQTBench,78,2,greedy_hdh,6106,,,1
qnn_indep_qiskit_78.qasm,Circuit,MQTBench,78,3,greedy_hdh,8140,,,1
qnn_indep_qiskit_78.qasm,Circuit,MQTBench,78,4,greedy_hdh,9156,,,1
qnn_indep_qiskit_79.qasm,Circuit,MQTBench,79,2,greedy_hdh,6280,,,1
qnn_indep_qiskit_79.qasm,Circuit,MQTBench,79,3,greedy_hdh,8345,,,1
qnn_indep_qiskit_79.qasm,Circuit,MQTBench,79,4,greedy_hdh,9393,,,1
qnn_indep_qiskit_8.qasm,Circuit,MQTBench,8,2,greedy_hdh,68,,,1
qnn_indep_qiskit_8.qasm,Circuit,MQTBench,8,3,greedy_hdh,89,,,1
qnn_indep_qiskit_8.qasm,Circuit,MQTBench,8,4,greedy_hdh,100,,,1
qnn_indep_qiskit_80.qasm,Circuit,MQTBench,80,2,greedy_hdh,6425,,,1
qnn_indep_qiskit_80.qasm,Circuit,MQTBench,80,3,greedy_hdh,8567,,,1
qnn_indep_qiskit_80.qasm,Circuit,MQTBench,80,4,greedy_hdh,9636,,,1
qnn_indep_qiskit_81.qasm,Circuit,MQTBench,81,2,greedy_hdh,6575,,,1
qnn_indep_qiskit_81.qasm,Circuit,MQTBench,81,3,greedy_hdh,8787,,,1
qnn_indep_qiskit_81.qasm,Circuit,MQTBench,81,4,greedy_hdh,9862,,,1
qnn_indep_qiskit_82.qasm,Circuit,MQTBench,82,2,greedy_hdh,6766,,,1
qnn_indep_qiskit_82.qasm,Circuit,MQTBench,82,3,greedy_hdh,8999,,,1
qnn_indep_qiskit_82.qasm,Circuit,MQTBench,82,4,greedy_hdh,10110,,,1
qnn_indep_qiskit_83.qasm,Circuit,MQTBench,83,2,greedy_hdh,6913,,,1
qnn_indep_qiskit_83.qasm,Circuit,MQTBench,83,3,greedy_hdh,9227,,,1
qnn_indep_qiskit_83.qasm,Circuit,MQTBench,83,4,greedy_hdh,10365,,,1
qnn_indep_qiskit_84.qasm,Circuit,MQTBench,84,2,greedy_hdh,7082,,,1
qnn_indep_qiskit_84.qasm,Circuit,MQTBench,84,3,greedy_hdh,9451,,,1
qnn_indep_qiskit_84.qasm,Circuit,MQTBench,84,4,greedy_hdh,10625,,,1
qnn_indep_qiskit_85.qasm,Circuit,MQTBench,85,2,greedy_hdh,7258,,,1
qnn_indep_qiskit_85.qasm,Circuit,MQTBench,85,3,greedy_hdh,9661,,,1
qnn_indep_qiskit_85.qasm,Circuit,MQTBench,85,4,greedy_hdh,10863,,,1
qnn_indep_qiskit_86.qasm,Circuit,MQTBench,86,2,greedy_hdh,7423,,,1
qnn_indep_qiskit_86.qasm,Circuit,MQTBench,86,3,greedy_hdh,9882,,,1
qnn_indep_qiskit_86.qasm,Circuit,MQTBench,86,4,greedy_hdh,11117,,,1
qnn_indep_qiskit_87.qasm,Circuit,MQTBench,87,2,greedy_hdh,7587,,,1
qnn_indep_qiskit_87.qasm,Circuit,MQTBench,87,3,greedy_hdh,10124,,,1
qnn_indep_qiskit_87.qasm,Circuit,MQTBench,87,4,greedy_hdh,11393,,,1
qnn_indep_qiskit_88.qasm,Circuit,MQTBench,88,2,greedy_hdh,7775,,,1
qnn_indep_qiskit_88.qasm,Circuit,MQTBench,88,3,greedy_hdh,10360,,,1
qnn_indep_qiskit_88.qasm,Circuit,MQTBench,88,4,greedy_hdh,11660,,,1
qnn_indep_qiskit_89.qasm,Circuit,MQTBench,89,2,greedy_hdh,7943,,,1
qnn_indep_qiskit_89.qasm,Circuit,MQTBench,89,3,greedy_hdh,10601,,,1
qnn_indep_qiskit_89.qasm,Circuit,MQTBench,89,4,greedy_hdh,11909,,,1
qnn_indep_qiskit_9.qasm,Circuit,MQTBench,9,2,greedy_hdh,81,,,1
qnn_indep_qiskit_9.qasm,Circuit,MQTBench,9,3,greedy_hdh,112,,,1
qnn_indep_qiskit_9.qasm,Circuit,MQTBench,9,4,greedy_hdh,111,,,1
qnn_indep_qiskit_90.qasm,Circuit,MQTBench,90,2,greedy_hdh,8121,,,1
qnn_indep_qiskit_90.qasm,Circuit,MQTBench,90,3,greedy_hdh,10840,,,1
qnn_indep_qiskit_90.qasm,Circuit,MQTBench,90,4,greedy_hdh,12188,,,1
qnn_indep_qiskit_91.qasm,Circuit,MQTBench,91,2,greedy_hdh,8312,,,1
qnn_indep_qiskit_91.qasm,Circuit,MQTBench,91,3,greedy_hdh,11063,,,1
qnn_indep_qiskit_91.qasm,Circuit,MQTBench,91,4,greedy_hdh,12463,,,1
qnn_indep_qiskit_92.qasm,Circuit,MQTBench,92,2,greedy_hdh,8481,,,1
qnn_indep_qiskit_92.qasm,Circuit,MQTBench,92,3,greedy_hdh,11326,,,1
qnn_indep_qiskit_92.qasm,Circuit,MQTBench,92,4,greedy_hdh,12746,,,1
qnn_indep_qiskit_93.qasm,Circuit,MQTBench,93,2,greedy_hdh,8679,,,1
qnn_indep_qiskit_93.qasm,Circuit,MQTBench,93,3,greedy_hdh,11573,,,1
qnn_indep_qiskit_93.qasm,Circuit,MQTBench,93,4,greedy_hdh,13013,,,1
qnn_indep_qiskit_94.qasm,Circuit,MQTBench,94,2,greedy_hdh,8865,,,1
qnn_indep_qiskit_94.qasm,Circuit,MQTBench,94,3,greedy_hdh,11808,,,1
qnn_indep_qiskit_94.qasm,Circuit,MQTBench,94,4,greedy_hdh,13284,,,1
qnn_indep_qiskit_95.qasm,Circuit,MQTBench,95,2,greedy_hdh,9062,,,1
qnn_indep_qiskit_95.qasm,Circuit,MQTBench,95,3,greedy_hdh,12065,,,1
qnn_indep_qiskit_95.qasm,Circuit,MQTBench,95,4,greedy_hdh,13582,,,1
qnn_indep_qiskit_96.qasm,Circuit,MQTBench,96,2,greedy_hdh,9245,,,1
qnn_indep_qiskit_96.qasm,Circuit,MQTBench,96,3,greedy_hdh,12321,,,1
qnn_indep_qiskit_96.qasm,Circuit,MQTBench,96,4,greedy_hdh,13874,,,1
qnn_indep_qiskit_97.qasm,Circuit,MQTBench,97,2,greedy_hdh,9437,,,1
qnn_indep_qiskit_97.qasm,Circuit,MQTBench,97,3,greedy_hdh,12574,,,1
qnn_indep_qiskit_97.qasm,Circuit,MQTBench,97,4,greedy_hdh,14150,,,1
qnn_indep_qiskit_98.qasm,Circuit,MQTBench,98,2,greedy_hdh,9634,,,1
qnn_indep_qiskit_98.qasm,Circuit,MQTBench,98,3,greedy_hdh,12842,,,1
qnn_indep_qiskit_98.qasm,Circuit,MQTBench,98,4,greedy_hdh,14450,,,1
qnn_indep_qiskit_99.qasm,Circuit,MQTBench,99,2,greedy_hdh,9825,,,1
qnn_indep_qiskit_99.qasm,Circuit,MQTBench,99,3,greedy_hdh,13109,,,1
qnn_indep_qiskit_99.qasm,Circuit,MQTBench,99,4,greedy_hdh,14748,,,1
qpeexact_indep_qiskit_10.qasm,Circuit,MQTBench,10,2,greedy_hdh,28,,,1
qpeexact_indep_qiskit_10.qasm,Circuit,MQTBench,10,3,greedy_hdh,34,,,1
qpeexact_indep_qiskit_10.qasm,Circuit,MQTBench,10,4,greedy_hdh,37,,,1
qpeexact_indep_qiskit_100.qasm,Circuit,MQTBench,100,2,greedy_hdh,2529,,,1
qpeexact_indep_qiskit_100.qasm,Circuit,MQTBench,100,3,greedy_hdh,3372,,,1
qpeexact_indep_qiskit_100.qasm,Circuit,MQTBench,100,4,greedy_hdh,3792,,,1
qpeexact_indep_qiskit_101.qasm,Circuit,MQTBench,101,2,greedy_hdh,2574,,,1
qpeexact_indep_qiskit_101.qasm,Circuit,MQTBench,101,3,greedy_hdh,3438,,,1
qpeexact_indep_qiskit_101.qasm,Circuit,MQTBench,101,4,greedy_hdh,3859,,,1
qpeexact_indep_qiskit_102.qasm,Circuit,MQTBench,102,2,greedy_hdh,2628,,,1
qpeexact_indep_qiskit_102.qasm,Circuit,MQTBench,102,3,greedy_hdh,3507,,,1
qpeexact_indep_qiskit_102.qasm,Circuit,MQTBench,102,4,greedy_hdh,3938,,,1
qpeexact_indep_qiskit_103.qasm,Circuit,MQTBench,103,2,greedy_hdh,2675,,,1
qpeexact_indep_qiskit_103.qasm,Circuit,MQTBench,103,3,greedy_hdh,3565,,,1
qpeexact_indep_qiskit_103.qasm,Circuit,MQTBench,103,4,greedy_hdh,4017,,,1
qpeexact_indep_qiskit_104.qasm,Circuit,MQTBench,104,2,greedy_hdh,2731,,,1
qpeexact_indep_qiskit_104.qasm,Circuit,MQTBench,104,3,greedy_hdh,3644,,,1
qpeexact_indep_qiskit_104.qasm,Circuit,MQTBench,104,4,greedy_hdh,4098,,,1
qpeexact_indep_qiskit_105.qasm,Circuit,MQTBench,105,2,greedy_hdh,2780,,,1
qpeexact_indep_qiskit_105.qasm,Circuit,MQTBench,105,3,greedy_hdh,3715,,,1
qpeexact_indep_qiskit_105.qasm,Circuit,MQTBench,105,4,greedy_hdh,4176,,,1
qpeexact_indep_qiskit_106.qasm,Circuit,MQTBench,106,2,greedy_hdh,2837,,,1
qpeexact_indep_qiskit_106.qasm,Circuit,MQTBench,106,3,greedy_hdh,3783,,,1
qpeexact_indep_qiskit_106.qasm,Circuit,MQTBench,106,4,greedy_hdh,4250,,,1
qpeexact_indep_qiskit_107.qasm,Circuit,MQTBench,107,2,greedy_hdh,2893,,,1
qpeexact_indep_qiskit_107.qasm,Circuit,MQTBench,107,3,greedy_hdh,3858,,,1
qpeexact_indep_qiskit_107.qasm,Circuit,MQTBench,107,4,greedy_hdh,4328,,,1
qpeexact_indep_qiskit_108.qasm,Circuit,MQTBench,108,2,greedy_hdh,2941,,,1
qpeexact_indep_qiskit_108.qasm,Circuit,MQTBench,108,3,greedy_hdh,3928,,,1
qpeexact_indep_qiskit_108.qasm,Circuit,MQTBench,108,4,greedy_hdh,4411,,,1
qpeexact_indep_qiskit_109.qasm,Circuit,MQTBench,109,2,greedy_hdh,2998,,,1
qpeexact_indep_qiskit_109.qasm,Circuit,MQTBench,109,3,greedy_hdh,3994,,,1
qpeexact_indep_qiskit_109.qasm,Circuit,MQTBench,109,4,greedy_hdh,4491,,,1
qpeexact_indep_qiskit_11.qasm,Circuit,MQTBench,11,2,greedy_hdh,31,,,1
qpeexact_indep_qiskit_11.qasm,Circuit,MQTBench,11,3,greedy_hdh,44,,,1
qpeexact_indep_qiskit_11.qasm,Circuit,MQTBench,11,4,greedy_hdh,47,,,1
qpeexact_indep_qiskit_110.qasm,Circuit,MQTBench,110,2,greedy_hdh,3053,,,1
qpeexact_indep_qiskit_110.qasm,Circuit,MQTBench,110,3,greedy_hdh,4067,,,1
qpeexact_indep_qiskit_110.qasm,Circuit,MQTBench,110,4,greedy_hdh,4578,,,1
qpeexact_indep_qiskit_111.qasm,Circuit,MQTBench,111,2,greedy_hdh,3113,,,1
qpeexact_indep_qiskit_111.qasm,Circuit,MQTBench,111,3,greedy_hdh,4150,,,1
qpeexact_indep_qiskit_111.qasm,Circuit,MQTBench,111,4,greedy_hdh,4668,,,1
qpeexact_indep_qiskit_112.qasm,Circuit,MQTBench,112,2,greedy_hdh,3168,,,1
qpeexact_indep_qiskit_112.qasm,Circuit,MQTBench,112,3,greedy_hdh,4221,,,1
qpeexact_indep_qiskit_112.qasm,Circuit,MQTBench,112,4,greedy_hdh,4754,,,1
qpeexact_indep_qiskit_113.qasm,Circuit,MQTBench,113,2,greedy_hdh,3210,,,1
qpeexact_indep_qiskit_113.qasm,Circuit,MQTBench,113,3,greedy_hdh,4297,,,1
qpeexact_indep_qiskit_113.qasm,Circuit,MQTBench,113,4,greedy_hdh,4835,,,1
qpeexact_indep_qiskit_114.qasm,Circuit,MQTBench,114,2,greedy_hdh,3280,,,1
qpeexact_indep_qiskit_114.qasm,Circuit,MQTBench,114,3,greedy_hdh,4372,,,1
qpeexact_indep_qiskit_114.qasm,Circuit,MQTBench,114,4,greedy_hdh,4920,,,1
qpeexact_indep_qiskit_115.qasm,Circuit,MQTBench,115,2,greedy_hdh,3329,,,1
qpeexact_indep_qiskit_115.qasm,Circuit,MQTBench,115,3,greedy_hdh,4445,,,1
qpeexact_indep_qiskit_115.qasm,Circuit,MQTBench,115,4,greedy_hdh,5005,,,1
qpeexact_indep_qiskit_116.qasm,Circuit,MQTBench,116,2,greedy_hdh,3397,,,1
qpeexact_indep_qiskit_116.qasm,Circuit,MQTBench,116,3,greedy_hdh,4526,,,1
qpeexact_indep_qiskit_116.qasm,Circuit,MQTBench,116,4,greedy_hdh,5094,,,1
qpeexact_indep_qiskit_117.qasm,Circuit,MQTBench,117,2,greedy_hdh,3450,,,1
qpeexact_indep_qiskit_117.qasm,Circuit,MQTBench,117,3,greedy_hdh,4602,,,1
qpeexact_indep_qiskit_117.qasm,Circuit,MQTBench,117,4,greedy_hdh,5173,,,1
qpeexact_indep_qiskit_118.qasm,Circuit,MQTBench,118,2,greedy_hdh,3509,,,1
qpeexact_indep_qiskit_118.qasm,Circuit,MQTBench,118,3,greedy_hdh,4682,,,1
qpeexact_indep_qiskit_118.qasm,Circuit,MQTBench,118,4,greedy_hdh,5267,,,1
qpeexact_indep_qiskit_119.qasm,Circuit,MQTBench,119,2,greedy_hdh,3568,,,1
qpeexact_indep_qiskit_119.qasm,Circuit,MQTBench,119,3,greedy_hdh,4760,,,1
qpeexact_indep_qiskit_119.qasm,Circuit,MQTBench,119,4,greedy_hdh,5359,,,1
qpeexact_indep_qiskit_12.qasm,Circuit,MQTBench,12,2,greedy_hdh,39,,,1
qpeexact_indep_qiskit_12.qasm,Circuit,MQTBench,12,3,greedy_hdh,51,,,1
qpeexact_indep_qiskit_12.qasm,Circuit,MQTBench,12,4,greedy_hdh,57,,,1
qpeexact_indep_qiskit_120.qasm,Circuit,MQTBench,120,2,greedy_hdh,3626,,,1
qpeexact_indep_qiskit_120.qasm,Circuit,MQTBench,120,3,greedy_hdh,4842,,,1
qpeexact_indep_qiskit_120.qasm,Circuit,MQTBench,120,4,greedy_hdh,5447,,,1
qpeexact_indep_qiskit_121.qasm,Circuit,MQTBench,121,2,greedy_hdh,3682,,,1
qpeexact_indep_qiskit_121.qasm,Circuit,MQTBench,121,3,greedy_hdh,4916,,,1
qpeexact_indep_qiskit_121.qasm,Circuit,MQTBench,121,4,greedy_hdh,5535,,,1
qpeexact_indep_qiskit_122.qasm,Circuit,MQTBench,122,2,greedy_hdh,3745,,,1
qpeexact_indep_qiskit_122.qasm,Circuit,MQTBench,122,3,greedy_hdh,5001,,,1
qpeexact_indep_qiskit_122.qasm,Circuit,MQTBench,122,4,greedy_hdh,5620,,,1
qpeexact_indep_qiskit_123.qasm,Circuit,MQTBench,123,2,greedy_hdh,3803,,,1
qpeexact_indep_qiskit_123.qasm,Circuit,MQTBench,123,3,greedy_hdh,5086,,,1
qpeexact_indep_qiskit_123.qasm,Circuit,MQTBench,123,4,greedy_hdh,5712,,,1
qpeexact_indep_qiskit_124.qasm,Circuit,MQTBench,124,2,greedy_hdh,3872,,,1
qpeexact_indep_qiskit_124.qasm,Circuit,MQTBench,124,3,greedy_hdh,5170,,,1
qpeexact_indep_qiskit_124.qasm,Circuit,MQTBench,124,4,greedy_hdh,5819,,,1
qpeexact_indep_qiskit_125.qasm,Circuit,MQTBench,125,2,greedy_hdh,3930,,,1
qpeexact_indep_qiskit_125.qasm,Circuit,MQTBench,125,3,greedy_hdh,5248,,,1
qpeexact_indep_qiskit_125.qasm,Circuit,MQTBench,125,4,greedy_hdh,5903,,,1
qpeexact_indep_qiskit_126.qasm,Circuit,MQTBench,126,2,greedy_hdh,3997,,,1
qpeexact_indep_qiskit_126.qasm,Circuit,MQTBench,126,3,greedy_hdh,5336,,,1
qpeexact_indep_qiskit_126.qasm,Circuit,MQTBench,126,4,greedy_hdh,6001,,,1
qpeexact_indep_qiskit_127.qasm,Circuit,MQTBench,127,2,greedy_hdh,4067,,,1
qpeexact_indep_qiskit_127.qasm,Circuit,MQTBench,127,3,greedy_hdh,5413,,,1
qpeexact_indep_qiskit_127.qasm,Circuit,MQTBench,127,4,greedy_hdh,6096,,,1
qpeexact_indep_qiskit_128.qasm,Circuit,MQTBench,128,2,greedy_hdh,4129,,,1
qpeexact_indep_qiskit_128.qasm,Circuit,MQTBench,128,3,greedy_hdh,5500,,,1
qpeexact_indep_qiskit_128.qasm,Circuit,MQTBench,128,4,greedy_hdh,6188,,,1
qpeexact_indep_qiskit_129.qasm,Circuit,MQTBench,129,2,greedy_hdh,4194,,,1
qpeexact_indep_qiskit_129.qasm,Circuit,MQTBench,129,3,greedy_hdh,5595,,,1
qpeexact_indep_qiskit_129.qasm,Circuit,MQTBench,129,4,greedy_hdh,6283,,,1
qpeexact_indep_qiskit_13.qasm,Circuit,MQTBench,13,2,greedy_hdh,43,,,1
qpeexact_indep_qiskit_13.qasm,Circuit,MQTBench,13,3,greedy_hdh,57,,,1
qpeexact_indep_qiskit_13.qasm,Circuit,MQTBench,13,4,greedy_hdh,64,,,1
qpeexact_indep_qiskit_130.qasm,Circuit,MQTBench,130,2,greedy_hdh,4255,,,1
qpeexact_indep_qiskit_130.qasm,Circuit,MQTBench,130,3,greedy_hdh,5675,,,1
qpeexact_indep_qiskit_130.qasm,Circuit,MQTBench,130,4,greedy_hdh,6388,,,1
qpeexact_indep_qiskit_14.qasm,Circuit,MQTBench,14,2,greedy_hdh,51,,,1
qpeexact_indep_qiskit_14.qasm,Circuit,MQTBench,14,3,greedy_hdh,66,,,1
qpeexact_indep_qiskit_14.qasm,Circuit,MQTBench,14,4,greedy_hdh,75,,,1
qpeexact_indep_qiskit_15.qasm,Circuit,MQTBench,15,2,greedy_hdh,60,,,1
qpeexact_indep_qiskit_15.qasm,Circuit,MQTBench,15,3,greedy_hdh,79,,,1
qpeexact_indep_qiskit_15.qasm,Circuit,MQTBench,15,4,greedy_hdh,91,,,1
qpeexact_indep_qiskit_16.qasm,Circuit,MQTBench,16,2,greedy_hdh,68,,,1
qpeexact_indep_qiskit_16.qasm,Circuit,MQTBench,16,3,greedy_hdh,88,,,1
qpeexact_indep_qiskit_16.qasm,Circuit,MQTBench,16,4,greedy_hdh,101,,,1
qpeexact_indep_qiskit_17.qasm,Circuit,MQTBench,17,2,greedy_hdh,77,,,1
qpeexact_indep_qiskit_17.qasm,Circuit,MQTBench,17,3,greedy_hdh,101,,,1
qpeexact_indep_qiskit_17.qasm,Circuit,MQTBench,17,4,greedy_hdh,112,,,1
qpeexact_indep_qiskit_18.qasm,Circuit,MQTBench,18,2,greedy_hdh,86,,,1
qpeexact_indep_qiskit_18.qasm,Circuit,MQTBench,18,3,greedy_hdh,114,,,1
qpeexact_indep_qiskit_18.qasm,Circuit,MQTBench,18,4,greedy_hdh,126,,,1
qpeexact_indep_qiskit_19.qasm,Circuit,MQTBench,19,2,greedy_hdh,92,,,1
qpeexact_indep_qiskit_19.qasm,Circuit,MQTBench,19,3,greedy_hdh,125,,,1
qpeexact_indep_qiskit_19.qasm,Circuit,MQTBench,19,4,greedy_hdh,140,,,1
qpeexact_indep_qiskit_2.qasm,Circuit,MQTBench,2,2,greedy_hdh,1,,,1
qpeexact_indep_qiskit_2.qasm,Circuit,MQTBench,2,3,greedy_hdh,1,,,1
qpeexact_indep_qiskit_2.qasm,Circuit,MQTBench,2,4,greedy_hdh,1,,,1
qpeexact_indep_qiskit_20.qasm,Circuit,MQTBench,20,2,greedy_hdh,105,,,1
qpeexact_indep_qiskit_20.qasm,Circuit,MQTBench,20,3,greedy_hdh,139,,,1
qpeexact_indep_qiskit_20.qasm,Circuit,MQTBench,20,4,greedy_hdh,159,,,1
qpeexact_indep_qiskit_21.qasm,Circuit,MQTBench,21,2,greedy_hdh,115,,,1
qpeexact_indep_qiskit_21.qasm,Circuit,MQTBench,21,3,greedy_hdh,156,,,1
qpeexact_indep_qiskit_21.qasm,Circuit,MQTBench,21,4,greedy_hdh,172,,,1
qpeexact_indep_qiskit_22.qasm,Circuit,MQTBench,22,2,greedy_hdh,127,,,1
qpeexact_indep_qiskit_22.qasm,Circuit,MQTBench,22,3,greedy_hdh,167,,,1
qpeexact_indep_qiskit_22.qasm,Circuit,MQTBench,22,4,greedy_hdh,190,,,1
qpeexact_indep_qiskit_23.qasm,Circuit,MQTBench,23,2,greedy_hdh,140,,,1
qpeexact_indep_qiskit_23.qasm,Circuit,MQTBench,23,3,greedy_hdh,183,,,1
qpeexact_indep_qiskit_23.qasm,Circuit,MQTBench,23,4,greedy_hdh,202,,,1
qpeexact_indep_qiskit_24.qasm,Circuit,MQTBench,24,2,greedy_hdh,145,,,1
qpeexact_indep_qiskit_24.qasm,Circuit,MQTBench,24,3,greedy_hdh,199,,,1
qpeexact_indep_qiskit_24.qasm,Circuit,MQTBench,24,4,greedy_hdh,222,,,1
qpeexact_indep_qiskit_25.qasm,Circuit,MQTBench,25,2,greedy_hdh,160,,,1
qpeexact_indep_qiskit_25.qasm,Circuit,MQTBench,25,3,greedy_hdh,216,,,1
qpeexact_indep_qiskit_25.qasm,Circuit,MQTBench,25,4,greedy_hdh,240,,,1
qpeexact_indep_qiskit_26.qasm,Circuit,MQTBench,26,2,greedy_hdh,173,,,1
qpeexact_indep_qiskit_26.qasm,Circuit,MQTBench,26,3,greedy_hdh,236,,,1
qpeexact_indep_qiskit_26.qasm,Circuit,MQTBench,26,4,greedy_hdh,261,,,1
qpeexact_indep_qiskit_27.qasm,Circuit,MQTBench,27,2,greedy_hdh,187,,,1
qpeexact_indep_qiskit_27.qasm,Circuit,MQTBench,27,3,greedy_hdh,251,,,1
qpeexact_indep_qiskit_27.qasm,Circuit,MQTBench,27,4,greedy_hdh,282,,,1
qpeexact_indep_qiskit_28.qasm,Circuit,MQTBench,28,2,greedy_hdh,198,,,1
qpeexact_indep_qiskit_28.qasm,Circuit,MQTBench,28,3,greedy_hdh,268,,,1
qpeexact_indep_qiskit_28.qasm,Circuit,MQTBench,28,4,greedy_hdh,303,,,1
qpeexact_indep_qiskit_29.qasm,Circuit,MQTBench,29,2,greedy_hdh,214,,,1
qpeexact_indep_qiskit_29.qasm,Circuit,MQTBench,29,3,greedy_hdh,288,,,1
qpeexact_indep_qiskit_29.qasm,Circuit,MQTBench,29,4,greedy_hdh,322,,,1
qpeexact_indep_qiskit_3.qasm,Circuit,MQTBench,3,2,greedy_hdh,1,,,1
qpeexact_indep_qiskit_3.qasm,Circuit,MQTBench,3,3,greedy_hdh,3,,,1
qpeexact_indep_qiskit_3.qasm,Circuit,MQTBench,3,4,greedy_hdh,3,,,1
qpeexact_indep_qiskit_30.qasm,Circuit,MQTBench,30,2,greedy_hdh,231,,,1
qpeexact_indep_qiskit_30.qasm,Circuit,MQTBench,30,3,greedy_hdh,311,,,1
qpeexact_indep_qiskit_30.qasm,Circuit,MQTBench,30,4,greedy_hdh,344,,,1
qpeexact_indep_qiskit_31.qasm,Circuit,MQTBench,31,2,greedy_hdh,248,,,1
qpeexact_indep_qiskit_31.qasm,Circuit,MQTBench,31,3,greedy_hdh,329,,,1
qpeexact_indep_qiskit_31.qasm,Circuit,MQTBench,31,4,greedy_hdh,369,,,1
qpeexact_indep_qiskit_32.qasm,Circuit,MQTBench,32,2,greedy_hdh,261,,,1
qpeexact_indep_qiskit_32.qasm,Circuit,MQTBench,32,3,greedy_hdh,352,,,1
qpeexact_indep_qiskit_32.qasm,Circuit,MQTBench,32,4,greedy_hdh,397,,,1
qpeexact_indep_qiskit_33.qasm,Circuit,MQTBench,33,2,greedy_hdh,279,,,1
qpeexact_indep_qiskit_33.qasm,Circuit,MQTBench,33,3,greedy_hdh,376,,,1
qpeexact_indep_qiskit_33.qasm,Circuit,MQTBench,33,4,greedy_hdh,420,,,1
qpeexact_indep_qiskit_34.qasm,Circuit,MQTBench,34,2,greedy_hdh,297,,,1
qpeexact_indep_qiskit_34.qasm,Circuit,MQTBench,34,3,greedy_hdh,394,,,1
qpeexact_indep_qiskit_34.qasm,Circuit,MQTBench,34,4,greedy_hdh,445,,,1
qpeexact_indep_qiskit_35.qasm,Circuit,MQTBench,35,2,greedy_hdh,310,,,1
qpeexact_indep_qiskit_35.qasm,Circuit,MQTBench,35,3,greedy_hdh,421,,,1
qpeexact_indep_qiskit_35.qasm,Circuit,MQTBench,35,4,greedy_hdh,475,,,1
qpeexact_indep_qiskit_36.qasm,Circuit,MQTBench,36,2,greedy_hdh,335,,,1
qpeexact_indep_qiskit_36.qasm,Circuit,MQTBench,36,3,greedy_hdh,441,,,1
qpeexact_indep_qiskit_36.qasm,Circuit,MQTBench,36,4,greedy_hdh,499,,,1
