workload_file,model,origin,n_qubits,best_method,best_cost,win_margin,methods_tested
qnn_indep_qiskit_3.qasm,Circuit,MQTBench,3,greedy_hdh,9,0,1
qnn_indep_qiskit_30.qasm,Circuit,MQTBench,30,greedy_hdh,907,0,1
qnn_indep_qiskit_31.qasm,Circuit,MQTBench,31,greedy_hdh,973,0,1
qnn_indep_qiskit_32.qasm,Circuit,MQTBench,32,greedy_hdh,1035,0,1
qnn_indep_qiskit_33.qasm,Circuit,MQTBench,33,greedy_hdh,1096,0,1
qnn_indep_qiskit_34.qasm,Circuit,MQTBench,34,greedy_hdh,1165,0,1
qnn_indep_qiskit_35.qasm,Circuit,MQTBench,35,greedy_hdh,1236,0,1
qnn_indep_qiskit_36.qasm,Circuit,MQTBench,36,greedy_hdh,1303,0,1
qnn_indep_qiskit_37.qasm,Circuit,MQTBench,37,greedy_hdh,1382,0,1
qnn_indep_qiskit_38.qasm,Circuit,MQTBench,38,greedy_hdh,1457,0,1
qnn_indep_qiskit_39.qasm,Circuit,MQTBench,39,greedy_hdh,1533,0,1
qnn_indep_qiskit_4.qasm,Circuit,MQTBench,4,greedy_hdh,17,0,1
qnn_indep_qiskit_40.qasm,Circuit,MQTBench,40,greedy_hdh,1615,0,1
qnn_indep_qiskit_41.qasm,Circuit,MQTBench,41,greedy_hdh,1693,0,1
qnn_indep_qiskit_42.qasm,Circuit,MQTBench,42,greedy_hdh,1785,0,1
qnn_indep_qiskit_43.qasm,Circuit,MQTBench,43,greedy_hdh,1869,0,1
qnn_indep_qiskit_44.qasm,Circuit,MQTBench,44,greedy_hdh,1949,0,1
qnn_indep_qiskit_45.qasm,Circuit,MQTBench,45,greedy_hdh,2039,0,1
qnn_indep_qiskit_46.qasm,Circuit,MQTBench,46,greedy_hdh,2132,0,1
qnn_indep_qiskit_47.qasm,Circuit,MQTBench,47,greedy_hdh,2229,0,1
qnn_indep_qiskit_48.qasm,Circuit,MQTBench,48,greedy_hdh,2319,0,1
qnn_indep_qiskit_49.qasm,Circuit,MQTBench,49,greedy_hdh,2413,0,1
qnn_indep_qiskit_5.qasm,Circuit,MQTBench,5,greedy_hdh,27,0,1
qnn_indep_qiskit_50.qasm,Circuit,MQTBench,50,greedy_hdh,2508,0,1
qnn_indep_qiskit_51.qasm,Circuit,MQTBench,51,greedy_hdh,2623,0,1
qnn_indep_qiskit_52.qasm,Circuit,MQTBench,52,greedy_hdh,2724,0,1
qnn_indep_qiskit_53.qasm,Circuit,MQTBench,53,greedy_hdh,2829,0,1
qnn_indep_qiskit_54.qasm,Circuit,MQTBench,54,greedy_hdh,2937,0,1
qnn_indep_qiskit_55.qasm,Circuit,MQTBench,55,greedy_hdh,3044,0,1
qnn_indep_qiskit_56.qasm,Circuit,MQTBench,56,greedy_hdh,3151,0,1
qnn_indep_qiskit_57.qasm,Circuit,MQTBench,57,greedy_hdh,3273,0,1
qnn_indep_qiskit_58.qasm,Circuit,MQTBench,58,greedy_hdh,3378,0,1
qnn_indep_qiskit_59.qasm,Circuit,MQTBench,59,greedy_hdh,3497,0,1
qnn_indep_qiskit_6.qasm,Circuit,MQTBench,6,greedy_hdh,37,0,1
qnn_indep_qiskit_60.qasm,Circuit,MQTBench,60,greedy_hdh,3611,0,1
qnn_indep_qiskit_61.qasm,Circuit,MQTBench,61,greedy_hdh,3729,0,1
qnn_indep_qiskit_62.qasm,Circuit,MQTBench,62,greedy_hdh,3857,0,1
qnn_indep_qiskit_63.qasm,Circuit,MQTBench,63,greedy_hdh,3993,0,1
qnn_indep_qiskit_64.qasm,Circuit,MQTBench,64,greedy_hdh,4121,0,1
qnn_indep_qiskit_65.qasm,Circuit,MQTBench,65,greedy_hdh,4235,0,1
qnn_indep_qiskit_66.qasm,Circuit,MQTBench,66,greedy_hdh,4378,0,1
qnn_indep_qiskit_67.qasm,Circuit,MQTBench,67,greedy_hdh,4501,0,1
qnn_indep_qiskit_68.qasm,Circuit,MQTBench,68,greedy_hdh,4639,0,1
qnn_indep_qiskit_69.qasm,Circuit,MQTBench,69,greedy_hdh,4789,0,1
qnn_indep_qiskit_7.qasm,Circuit,MQTBench,7,greedy_hdh,50,0,1
qnn_indep_qiskit_70.qasm,Circuit,MQTBench,70,greedy_hdh,4917,0,1
qnn_indep_qiskit_71.qasm,Circuit,MQTBench,71,greedy_hdh,5070,0,1
qnn_indep_qiskit_72.qasm,Circuit,MQTBench,72,greedy_hdh,5209,0,1
qnn_indep_qiskit_73.qasm,Circuit,MQTBench,73,greedy_hdh,5352,0,1
qnn_indep_qiskit_74.qasm,Circuit,MQTBench,74,greedy_hdh,5504,0,1
qnn_indep_qiskit_75.qasm,Circuit,MQTBench,75,greedy_hdh,5646,0,1
qnn_indep_qiskit_76.qasm,Circuit,MQTBench,76,greedy_hdh,5809,0,1
qnn_indep_qiskit_77.qasm,Circuit,MQTBench,77,greedy_hdh,5949,0,1
qnn_indep_qiskit_78.qasm,Circuit,MQTBench,78,greedy_hdh,6106,0,1
qnn_indep_qiskit_79.qasm,Circuit,MQTBench,79,greedy_hdh,6280,0,1
qnn_indep_qiskit_8.qasm,Circuit,MQTBench,8,greedy_hdh,68,0,1
qnn_indep_qiskit_80.qasm,Circuit,MQTBench,80,greedy_hdh,6425,0,1
qnn_indep_qiskit_81.qasm,Circuit,MQTBench,81,greedy_hdh,6575,0,1
qnn_indep_qiskit_82.qasm,Circuit,MQTBench,82,greedy_hdh,6766,0,1
qnn_indep_qiskit_83.qasm,Circuit,MQTBench,83,greedy_hdh,6913,0,1
qnn_indep_qiskit_84.qasm,Circuit,MQTBench,84,greedy_hdh,7082,0,1
qnn_indep_qiskit_85.qasm,Circuit,MQTBench,85,greedy_hdh,7258,0,1
qnn_indep_qiskit_86.qasm,Circuit,MQTBench,86,greedy_hdh,7423,0,1
qnn_indep_qiskit_87.qasm,Circuit,MQTBench,87,greedy_hdh,7587,0,1
qnn_indep_qiskit_88.qasm,Circuit,MQTBench,88,greedy_hdh,7775,0,1
qnn_indep_qiskit_89.qasm,Circuit,MQTBench,89,greedy_hdh,7943,0,1
qnn_indep_qiskit_9.qasm,Circuit,MQTBench,9,greedy_hdh,81,0,1
qnn_indep_qiskit_90.qasm,Circuit,MQTBench,90,greedy_hdh,8121,0,1
qnn_indep_qiskit_91.qasm,Circuit,MQTBench,91,greedy_hdh,8312,0,1
qnn_indep_qiskit_92.qasm,Circuit,MQTBench,92,greedy_hdh,8481,0,1
qnn_indep_qiskit_93.qasm,Circuit,MQTBench,93,greedy_hdh,8679,0,1
qnn_indep_qiskit_94.qasm,Circuit,MQTBench,94,greedy_hdh,8865,0,1
qnn_indep_qiskit_95.qasm,Circuit,MQTBench,95,greedy_hdh,9062,0,1
qnn_indep_qiskit_96.qasm,Circuit,MQTBench,96,greedy_hdh,9245,0,1
qnn_indep_qiskit_97.qasm,Circuit,MQTBench,97,greedy_hdh,9437,0,1
qnn_indep_qiskit_98.qasm,Circuit,MQTBench,98,greedy_hdh,9634,0,1
qnn_indep_qiskit_99.qasm,Circuit,MQTBench,99,greedy_hdh,9825,0,1
qpeexact_indep_qiskit_10.qasm,Circuit,MQTBench,10,greedy_hdh,28,0,1
qpeexact_indep_qiskit_100.qasm,Circuit,MQTBench,100,greedy_hdh,2529,0,1
qpeexact_indep_qiskit_101.qasm,Circuit,MQTBench,101,greedy_hdh,2574,0,1
qpeexact_indep_qiskit_102.qasm,Circuit,MQTBench,102,greedy_hdh,2628,0,1
qpeexact_indep_qiskit_103.qasm,Circuit,MQTBench,103,greedy_hdh,2675,0,1
qpeexact_indep_qiskit_104.qasm,Circuit,MQTBench,104,greedy_hdh,2731,0,1
qpeexact_indep_qiskit_105.qasm,Circuit,MQTBench,105,greedy_hdh,2780,0,1
qpeexact_indep_qiskit_106.qasm,Circuit,MQTBench,106,greedy_hdh,2837,0,1
qpeexact_indep_qiskit_107.qasm,Circuit,MQTBench,107,greedy_hdh,2893,0,1
qpeexact_indep_qiskit_108.qasm,Circuit,MQTBench,108,greedy_hdh,2941,0,1
qpeexact_indep_qiskit_109.qasm,Circuit,MQTBench,109,greedy_hdh,2998,0,1
qpeexact_indep_qiskit_11.qasm,Circuit,MQTBench,11,greedy_hdh,31,0,1
qpeexact_indep_qiskit_110.qasm,Circuit,MQTBench,110,greedy_hdh,3053,0,1
qpeexact_indep_qiskit_111.qasm,Circuit,MQTBench,111,greedy_hdh,3113,0,1
qpeexact_indep_qiskit_112.qasm,Circuit,MQTBench,112,greedy_hdh,3168,0,1
qpeexact_indep_qiskit_113.qasm,Circuit,MQTBench,113,greedy_hdh,3210,0,1
qpeexact_indep_qiskit_114.qasm,Circuit,MQTBench,114,greedy_hdh,3280,0,1
qpeexact_indep_qiskit_115.qasm,Circuit,MQTBench,115,greedy_hdh,3329,0,1
qpeexact_indep_qiskit_116.qasm,Circuit,MQTBench,116,greedy_hdh,3397,0,1
qpeexact_indep_qiskit_117.qasm,Circuit,MQTBench,117,greedy_hdh,3450,0,1
qpeexact_indep_qiskit_118.qasm,Circuit,MQTBench,118,greedy_hdh,3509,0,1
qpeexact_indep_qiskit_119.qasm,Circuit,MQTBench,119,greedy_hdh,3568,0,1
qpeexact_indep_qiskit_12.qasm,Circuit,MQTBench,12,greedy_hdh,39,0,1
qpeexact_indep_qiskit_120.qasm,Circuit,MQTBench,120,greedy_hdh,3626,0,1
qpeexact_indep_qiskit_121.qasm,Circuit,MQTBench,121,greedy_hdh,3682,0,1
qpeexact_indep_qiskit_122.qasm,Circuit,MQTBench,122,greedy_hdh,3745,0,1
qpeexact_indep_qiskit_123.qasm,Circuit,MQTBench,123,greedy_hdh,3803,0,1
qpeexact_indep_qiskit_124.qasm,Circuit,MQTBench,124,greedy_hdh,3872,0,1
qpeexact_indep_qiskit_125.qasm,Circuit,MQTBench,125,greedy_hdh,3930,0,1
qpeexact_indep_qiskit_126.qasm,Circuit,MQTBench,126,greedy_hdh,3997,0,1
qpeexact_indep_qiskit_127.qasm,Circuit,MQTBench,127,greedy_hdh,4067,0,1
qpeexact_indep_qiskit_128.qasm,Circuit,MQTBench,128,greedy_hdh,4129,0,1
qpeexact_indep_qiskit_129.qasm,Circuit,MQTBench,129,greedy_hdh,4194,0,1
qpeexact_indep_qiskit_13.qasm,Circuit,MQTBench,13,greedy_hdh,43,0,1
qpeexact_indep_qiskit_130.qasm,Circuit,MQTBench,130,greedy_hdh,4255,0,1
qpeexact_indep_qiskit_14.qasm,Circuit,MQTBench,14,greedy_hdh,51,0,1
qpeexact_indep_qiskit_15.qasm,Circuit,MQTBench,15,greedy_hdh,60,0,1
qpeexact_indep_qiskit_16.qasm,Circuit,MQTBench,16,greedy_hdh,68,0,1
qpeexact_indep_qiskit_17.qasm,Circuit,MQTBench,17,greedy_hdh,77,0,1
qpeexact_indep_qiskit_18.qasm,Circuit,MQTBench,18,greedy_hdh,86,0,1
qpeexact_indep_qiskit_19.qasm,Circuit,MQTBench,19,greedy_hdh,92,0,1
qpeexact_indep_qiskit_2.qasm,Circuit,MQTBench,2,greedy_hdh,1,0,1
qpeexact_indep_qiskit_20.qasm,Circuit,MQTBench,20,greedy_hdh,105,0,1
qpeexact_indep_qiskit_21.qasm,Circuit,MQTBench,21,greedy_hdh,115,0,1
qpeexact_indep_qiskit_22.qasm,Circuit,MQTBench,22,greedy_hdh,127,0,1
qpeexact_indep_qiskit_23.qasm,Circuit,MQTBench,23,greedy_hdh,140,0,1
qpeexact_indep_qiskit_24.qasm,Circuit,MQTBench,24,greedy_hdh,145,0,1
qpeexact_indep_qiskit_25.qasm,Circuit,MQTBench,25,greedy_hdh,160,0,1
qpeexact_indep_qiskit_26.qasm,Circuit,MQTBench,26,greedy_hdh,173,0,1
qpeexact_indep_qiskit_27.qasm,Circuit,MQTBench,27,greedy_hdh,187,0,1
qpeexact_indep_qiskit_28.qasm,Circuit,MQTBench,28,greedy_hdh,198,0,1
qpeexact_indep_qiskit_29.qasm,Circuit,MQTBench,29,greedy_hdh,214,0,1
qpeexact_indep_qiskit_3.qasm,Circuit,MQTBench,3,greedy_hdh,1,0,1
qpeexact_indep_qiskit_30.qasm,Circuit,MQTBench,30,greedy_hdh,231,0,1
qpeexact_indep_qiskit_31.qasm,Circuit,MQTBench,31,greedy_hdh,248,0,1
qpeexact_indep_qiskit_32.qasm,Circuit,MQTBench,32,greedy_hdh,261,0,1
qpeexact_indep_qiskit_33.qasm,Circuit,MQTBench,33,greedy_hdh,279,0,1
qpeexact_indep_qiskit_34.qasm,Circuit,MQTBench,34,greedy_hdh,297,0,1
qpeexact_indep_qiskit_35.qasm,Circuit,MQTBench,35,greedy_hdh,310,0,1
qpeexact_indep_qiskit_36.qasm,Circuit,MQTBench,36,greedy_hdh,335,0,1
qpeexact_indep_qiskit_37.qasm,Circuit,MQTBench,37,greedy_hdh,347,0,1
qpeexact_indep_qiskit_38.qasm,Circuit,MQTBench,38,greedy_hdh,369,0,1
qpeexact_indep_qiskit_39.qasm,Circuit,MQTBench,39,greedy_hdh,390,0,1
qpeexact_indep_qiskit_4.qasm,Circuit,MQTBench,4,greedy_hdh,3,0,1
qpeexact_indep_qiskit_40.qasm,Circuit,MQTBench,40,greedy_hdh,407,0,1
qpeexact_indep_qiskit_41.qasm,Circuit,MQTBench,41,greedy_hdh,431,0,1
qpeexact_indep_qiskit_42.qasm,Circuit,MQTBench,42,greedy_hdh,450,0,1
qpeexact_indep_qiskit_43.qasm,Circuit,MQTBench,43,greedy_hdh,477,0,1
qpeexact_indep_qiskit_44.qasm,Circuit,MQTBench,44,greedy_hdh,494,0,1
qpeexact_indep_qiskit_45.qasm,Circuit,MQTBench,45,greedy_hdh,519,0,1
qpeexact_indep_qiskit_46.qasm,Circuit,MQTBench,46,greedy_hdh,541,0,1
qpeexact_indep_qiskit_47.qasm,Circuit,MQTBench,47,greedy_hdh,561,0,1
qpeexact_indep_qiskit_48.qasm,Circuit,MQTBench,48,greedy_hdh,586,0,1
qpeexact_indep_qiskit_49.qasm,Circuit,MQTBench,49,greedy_hdh,616,0,1
qpeexact_indep_qiskit_5.qasm,Circuit,MQTBench,5,greedy_hdh,7,0,1
qpeexact_indep_qiskit_50.qasm,Circuit,MQTBench,50,greedy_hdh,637,0,1
qpeexact_indep_qiskit_51.qasm,Circuit,MQTBench,51,greedy_hdh,666,0,1
qpeexact_indep_qiskit_52.qasm,Circuit,MQTBench,52,greedy_hdh,693,0,1
qpeexact_indep_qiskit_53.qasm,Circuit,MQTBench,53,greedy_hdh,715,0,1
qpeexact_indep_qiskit_54.qasm,Circuit,MQTBench,54,greedy_hdh,743,0,1
qpeexact_indep_qiskit_55.qasm,Circuit,MQTBench,55,greedy_hdh,772,0,1
qpeexact_indep_qiskit_56.qasm,Circuit,MQTBench,56,greedy_hdh,799,0,1
qpeexact_indep_qiskit_57.qasm,Circuit,MQTBench,57,greedy_hdh,825,0,1
qpeexact_indep_qiskit_58.qasm,Circuit,MQTBench,58,greedy_hdh,861,0,1
qpeexact_indep_qiskit_59.qasm,Circuit,MQTBench,59,greedy_hdh,885,0,1
qpeexact_indep_qiskit_6.qasm,Circuit,MQTBench,6,greedy_hdh,9,0,1
qpeexact_indep_qiskit_60.qasm,Circuit,MQTBench,60,greedy_hdh,922,0,1
qpeexact_indep_qiskit_61.qasm,Circuit,MQTBench,61,greedy_hdh,944,0,1
qpeexact_indep_qiskit_62.qasm,Circuit,MQTBench,62,greedy_hdh,974,0,1
qpeexact_indep_qiskit_63.qasm,Circuit,MQTBench,63,greedy_hdh,1013,0,1
qpeexact_indep_qiskit_64.qasm,Circuit,MQTBench,64,greedy_hdh,1044,0,1
qpeexact_indep_qiskit_65.qasm,Circuit,MQTBench,65,greedy_hdh,1073,0,1
qpeexact_indep_qiskit_66.qasm,Circuit,MQTBench,66,greedy_hdh,1111,0,1
qpeexact_indep_qiskit_67.qasm,Circuit,MQTBench,67,greedy_hdh,1139,0,1
qpeexact_indep_qiskit_68.qasm,Circuit,MQTBench,68,greedy_hdh,1174,0,1
qpeexact_indep_qiskit_69.qasm,Circuit,MQTBench,69,greedy_hdh,1204,0,1
qpeexact_indep_qiskit_7.qasm,Circuit,MQTBench,7,greedy_hdh,13,0,1
qpeexact_indep_qiskit_70.qasm,Circuit,MQTBench,70,greedy_hdh,1243,0,1
qpeexact_indep_qiskit_71.qasm,Circuit,MQTBench,71,greedy_hdh,1282,0,1
qpeexact_indep_qiskit_72.qasm,Circuit,MQTBench,72,greedy_hdh,1321,0,1
qpeexact_indep_qiskit_73.qasm,Circuit,MQTBench,73,greedy_hdh,1357,0,1
qpeexact_indep_qiskit_74.qasm,Circuit,MQTBench,74,greedy_hdh,1391,0,1
qpeexact_indep_qiskit_75.qasm,Circuit,MQTBench,75,greedy_hdh,1422,0,1
qpeexact_indep_qiskit_76.qasm,Circuit,MQTBench,76,greedy_hdh,1463,0,1
qpeexact_indep_qiskit_77.qasm,Circuit,MQTBench,77,greedy_hdh,1504,0,1
qpeexact_indep_qiskit_78.qasm,Circuit,MQTBench,78,greedy_hdh,1544,0,1
qpeexact_indep_qiskit_79.qasm,Circuit,MQTBench,79,greedy_hdh,1577,0,1
qpeexact_indep_qiskit_8.qasm,Circuit,MQTBench,8,greedy_hdh,19,0,1
qpeexact_indep_qiskit_80.qasm,Circuit,MQTBench,80,greedy_hdh,1622,0,1
qpeexact_indep_qiskit_81.qasm,Circuit,MQTBench,81,greedy_hdh,1664,0,1
qpeexact_indep_qiskit_82.qasm,Circuit,MQTBench,82,greedy_hdh,1701,0,1
qpeexact_indep_qiskit_83.qasm,Circuit,MQTBench,83,greedy_hdh,1745,0,1
qpeexact_indep_qiskit_84.qasm,Circuit,MQTBench,84,greedy_hdh,1793,0,1
qpeexact_indep_qiskit_85.qasm,Circuit,MQTBench,85,greedy_hdh,1829,0,1
qpeexact_indep_qiskit_86.qasm,Circuit,MQTBench,86,greedy_hdh,1874,0,1
qpeexact_indep_qiskit_87.qasm,Circuit,MQTBench,87,greedy_hdh,1918,0,1
qpeexact_indep_qiskit_88.qasm,Circuit,MQTBench,88,greedy_hdh,1958,0,1
qpeexact_indep_qiskit_89.qasm,Circuit,MQTBench,89,greedy_hdh,2007,0,1
qpeexact_indep_qiskit_9.qasm,Circuit,MQTBench,9,greedy_hdh,21,0,1
qpeexact_indep_qiskit_90.qasm,Circuit,MQTBench,90,greedy_hdh,2050,0,1
qpeexact_indep_qiskit_91.qasm,Circuit,MQTBench,91,greedy_hdh,2090,0,1
qpeexact_indep_qiskit_92.qasm,Circuit,MQTBench,92,greedy_hdh,2144,0,1
qpeexact_indep_qiskit_93.qasm,Circuit,MQTBench,93,greedy_hdh,2191,0,1
qpeexact_indep_qiskit_94.qasm,Circuit,MQTBench,94,greedy_hdh,2239,0,1
qpeexact_indep_qiskit_95.qasm,Circuit,MQTBench,95,greedy_hdh,2281,0,1
qpeexact_indep_qiskit_96.qasm,Circuit,MQTBench,96,greedy_hdh,2331,0,1
qpeexact_indep_qiskit_97.qasm,Circuit,MQTBench,97,greedy_hdh,2377,0,1
qpeexact_indep_qiskit_98.qasm,Circuit,MQTBench,98,greedy_hdh,2417,0,1
qpeexact_indep_qiskit_99.qasm,Circuit,MQTBench,99,greedy_hdh,2478,0,1
qpeinexact_indep_qiskit_10.qasm,Circuit,MQTBench,10,greedy_hdh,26,0,1
qpeinexact_indep_qiskit_100.qasm,Circuit,MQTBench,100,greedy_hdh,2530,0,1
qpeinexact_indep_qiskit_101.qasm,Circuit,MQTBench,101,greedy_hdh,2574,0,1
qpeinexact_indep_qiskit_102.qasm,Circuit,MQTBench,102,greedy_hdh,2626,0,1
qpeinexact_indep_qiskit_103.qasm,Circuit,MQTBench,103,greedy_hdh,2683,0,1
qpeinexact_indep_qiskit_104.qasm,Circuit,MQTBench,104,greedy_hdh,2725,0,1
qpeinexact_indep_qiskit_105.qasm,Circuit,MQTBench,105,greedy_hdh,2786,0,1
qpeinexact_indep_qiskit_106.qasm,Circuit,MQTBench,106,greedy_hdh,2834,0,1
qpeinexact_indep_qiskit_107.qasm,Circuit,MQTBench,107,greedy_hdh,2891,0,1
qpeinexact_indep_qiskit_108.qasm,Circuit,MQTBench,108,greedy_hdh,2940,0,1
qpeinexact_indep_qiskit_109.qasm,Circuit,MQTBench,109,greedy_hdh,2996,0,1
qpeinexact_indep_qiskit_11.qasm,Circuit,MQTBench,11,greedy_hdh,33,0,1
qpeinexact_indep_qiskit_110.qasm,Circuit,MQTBench,110,greedy_hdh,3048,0,1
qpeinexact_indep_qiskit_111.qasm,Circuit,MQTBench,111,greedy_hdh,3113,0,1
qpeinexact_indep_qiskit_112.qasm,Circuit,MQTBench,112,greedy_hdh,3159,0,1
qpeinexact_indep_qiskit_113.qasm,Circuit,MQTBench,113,greedy_hdh,3214,0,1
qpeinexact_indep_qiskit_114.qasm,Circuit,MQTBench,114,greedy_hdh,3280,0,1
qpeinexact_indep_qiskit_115.qasm,Circuit,MQTBench,115,greedy_hdh,3333,0,1
qpeinexact_indep_qiskit_116.qasm,Circuit,MQTBench,116,greedy_hdh,3388,0,1
qpeinexact_indep_qiskit_117.qasm,Circuit,MQTBench,117,greedy_hdh,3450,0,1
qpeinexact_indep_qiskit_118.qasm,Circuit,MQTBench,118,greedy_hdh,3504,0,1
qpeinexact_indep_qiskit_119.qasm,Circuit,MQTBench,119,greedy_hdh,3569,0,1
qpeinexact_indep_qiskit_12.qasm,Circuit,MQTBench,12,greedy_hdh,39,0,1
qpeinexact_indep_qiskit_120.qasm,Circuit,MQTBench,120,greedy_hdh,3626,0,1
qpeinexact_indep_qiskit_121.qasm,Circuit,MQTBench,121,greedy_hdh,3694,0,1
qpeinexact_indep_qiskit_122.qasm,Circuit,MQTBench,122,greedy_hdh,3745,0,1
qpeinexact_indep_qiskit_123.qasm,Circuit,MQTBench,123,greedy_hdh,3805,0,1
qpeinexact_indep_qiskit_124.qasm,Circuit,MQTBench,124,greedy_hdh,3872,0,1
qpeinexact_indep_qiskit_125.qasm,Circuit,MQTBench,125,greedy_hdh,3935,0,1
qpeinexact_indep_qiskit_126.qasm,Circuit,MQTBench,126,greedy_hdh,3995,0,1
qpeinexact_indep_qiskit_127.qasm,Circuit,MQTBench,127,greedy_hdh,4059,0,1
qpeinexact_indep_qiskit_128.qasm,Circuit,MQTBench,128,greedy_hdh,4123,0,1
qpeinexact_indep_qiskit_129.qasm,Circuit,MQTBench,129,greedy_hdh,4189,0,1
qpeinexact_indep_qiskit_13.qasm,Circuit,MQTBench,13,greedy_hdh,42,0,1
qpeinexact_indep_qiskit_130.qasm,Circuit,MQTBench,130,greedy_hdh,4255,0,1
qpeinexact_indep_qiskit_14.qasm,Circuit,MQTBench,14,greedy_hdh,49,0,1
qpeinexact_indep_qiskit_15.qasm,Circuit,MQTBench,15,greedy_hdh,58,0,1
qpeinexact_indep_qiskit_16.qasm,Circuit,MQTBench,16,greedy_hdh,66,0,1
qpeinexact_indep_qiskit_17.qasm,Circuit,MQTBench,17,greedy_hdh,76,0,1
qpeinexact_indep_qiskit_18.qasm,Circuit,MQTBench,18,greedy_hdh,87,0,1
qpeinexact_indep_qiskit_19.qasm,Circuit,MQTBench,19,greedy_hdh,96,0,1
qpeinexact_indep_qiskit_2.qasm,Circuit,MQTBench,2,greedy_hdh,1,0,1
qpeinexact_indep_qiskit_20.qasm,Circuit,MQTBench,20,greedy_hdh,104,0,1
qpeinexact_indep_qiskit_21.qasm,Circuit,MQTBench,21,greedy_hdh,117,0,1
qpeinexact_indep_qiskit_22.qasm,Circuit,MQTBench,22,greedy_hdh,126,0,1
qpeinexact_indep_qiskit_23.qasm,Circuit,MQTBench,23,greedy_hdh,140,0,1
qpeinexact_indep_qiskit_24.qasm,Circuit,MQTBench,24,greedy_hdh,152,0,1
qpeinexact_indep_qiskit_25.qasm,Circuit,MQTBench,25,greedy_hdh,159,0,1
qpeinexact_indep_qiskit_26.qasm,Circuit,MQTBench,26,greedy_hdh,172,0,1
qpeinexact_indep_qiskit_27.qasm,Circuit,MQTBench,27,greedy_hdh,188,0,1
qpeinexact_indep_qiskit_28.qasm,Circuit,MQTBench,28,greedy_hdh,200,0,1
qpeinexact_indep_qiskit_29.qasm,Circuit,MQTBench,29,greedy_hdh,214,0,1
qpeinexact_indep_qiskit_3.qasm,Circuit,MQTBench,3,greedy_hdh,2,0,1
qpeinexact_indep_qiskit_30.qasm,Circuit,MQTBench,30,greedy_hdh,227,0,1
qpeinexact_indep_qiskit_31.qasm,Circuit,MQTBench,31,greedy_hdh,249,0,1
qpeinexact_indep_qiskit_32.qasm,Circuit,MQTBench,32,greedy_hdh,259,0,1
qpeinexact_indep_qiskit_33.qasm,Circuit,MQTBench,33,greedy_hdh,277,0,1
qpeinexact_indep_qiskit_34.qasm,Circuit,MQTBench,34,greedy_hdh,295,0,1
qpeinexact_indep_qiskit_35.qasm,Circuit,MQTBench,35,greedy_hdh,311,0,1
qpeinexact_indep_qiskit_36.qasm,Circuit,MQTBench,36,greedy_hdh,329,0,1
qpeinexact_indep_qiskit_37.qasm,Circuit,MQTBench,37,greedy_hdh,351,0,1
qpeinexact_indep_qiskit_38.qasm,Circuit,MQTBench,38,greedy_hdh,373,0,1
qpeinexact_indep_qiskit_39.qasm,Circuit,MQTBench,39,greedy_hdh,391,0,1
qpeinexact_indep_qiskit_4.qasm,Circuit,MQTBench,4,greedy_hdh,5,0,1
qpeinexact_indep_qiskit_40.qasm,Circuit,MQTBench,40,greedy_hdh,413,0,1
qpeinexact_indep_qiskit_41.qasm,Circuit,MQTBench,41,greedy_hdh,431,0,1
qpeinexact_indep_qiskit_42.qasm,Circuit,MQTBench,42,greedy_hdh,456,0,1
qpeinexact_indep_qiskit_43.qasm,Circuit,MQTBench,43,greedy_hdh,472,0,1
qpeinexact_indep_qiskit_44.qasm,Circuit,MQTBench,44,greedy_hdh,497,0,1
qpeinexact_indep_qiskit_45.qasm,Circuit,MQTBench,45,greedy_hdh,516,0,1
qpeinexact_indep_qiskit_46.qasm,Circuit,MQTBench,46,greedy_hdh,541,0,1
qpeinexact_indep_qiskit_47.qasm,Circuit,MQTBench,47,greedy_hdh,564,0,1
qpeinexact_indep_qiskit_48.qasm,Circuit,MQTBench,48,greedy_hdh,588,0,1
qpeinexact_indep_qiskit_49.qasm,Circuit,MQTBench,49,greedy_hdh,618,0,1
qpeinexact_indep_qiskit_5.qasm,Circuit,MQTBench,5,greedy_hdh,8,0,1
qpeinexact_indep_qiskit_50.qasm,Circuit,MQTBench,50,greedy_hdh,637,0,1
qpeinexact_indep_qiskit_51.qasm,Circuit,MQTBench,51,greedy_hdh,660,0,1
qpeinexact_indep_qiskit_52.qasm,Circuit,MQTBench,52,greedy_hdh,691,0,1
qpeinexact_indep_qiskit_53.qasm,Circuit,MQTBench,53,greedy_hdh,718,0,1
qpeinexact_indep_qiskit_54.qasm,Circuit,MQTBench,54,greedy_hdh,743,0,1
qpeinexact_indep_qiskit_55.qasm,Circuit,MQTBench,55,greedy_hdh,773,0,1
qpeinexact_indep_qiskit_56.qasm,Circuit,MQTBench,56,greedy_hdh,798,0,1
qpeinexact_indep_qiskit_57.qasm,Circuit,MQTBench,57,greedy_hdh,827,0,1
qpeinexact_indep_qiskit_58.qasm,Circuit,MQTBench,58,greedy_hdh,851,0,1
qpeinexact_indep_qiskit_59.qasm,Circuit,MQTBench,59,greedy_hdh,886,0,1
qpeinexact_indep_qiskit_6.qasm,Circuit,MQTBench,6,greedy_hdh,10,0,1
qpeinexact_indep_qiskit_60.qasm,Circuit,MQTBench,60,greedy_hdh,917,0,1
qpeinexact_indep_qiskit_61.qasm,Circuit,MQTBench,61,greedy_hdh,944,0,1
